id,name,debut,company_id,fanclub_name,active,type
25504,Octagon Isothermal,2017-11-1,2107,Dry,True,girl groups
25505,Belt Sticky,2022-6-10,85628,Meek,True,girl groups
25506,Loud Mayonnaise,2011-1-18,58962,,False,boy groups
25507,Alternator Brute,2020-12-24,38770,,True,girl groups
25508,Complete Squash,2012-3-6,85704,,True,boy groups
25509,Wash Central,2011-11-27,78459,Cheerful,True,girl groups
25510,Irregular Piles,2016-9-12,46833,Smart,True,boy groups
25511,Scale Simple,2018-4-25,32840,Exhaustive,True,girl groups
25512,Camera Taxonomic,2012-7-11,100108,,True,boy groups
25513,Direct Modem,2018-9-23,24232,,True,girl groups
25514,Wide Pot,2014-8-4,55026,,False,boy groups
25515,Dynamic Corporate,2021-7-23,26782,,True,girl groups
25516,Bevel Light,2022-7-15,90739,,True,girl groups
25517,Molten Skin,2011-12-10,53856,Gold,False,girl groups
25518,Red Stem,2015-12-16,25463,,True,boy groups
25519,Hatchback Factorial,2023-2-12,68328,Rust,True,girl groups
25520,Scab Chilly,2018-10-17,86034,Fixed,True,boy groups
25521,Network Obsolete,2016-1-20,32896,Camel,True,girl groups
25522,Fast Empowerment,2014-2-22,92940,Savory,True,girl groups
25523,Obsolete Vault,2013-5-18,31252,,True,boy groups
25524,Mixture Saucy,2021-4-29,92701,,True,girl groups
25525,Coffee Capstan,2014-4-14,68539,Dry,True,boy groups
25526,Flavorful Grouper,2022-4-22,64847,Elegant,False,boy groups
25527,Orthogonal Sort,2013-9-25,20181,Vintage,True,boy groups
25528,Jumbo Universe,2012-9-15,76177,Intense,True,girl groups
25529,Seething Timing,2014-7-19,89878,Constant,False,boy groups
25530,Cyclotron Amortized,2020-3-23,92205,Chartreuse,True,girl groups
25531,Diagonal Swing,2015-12-25,80035,Aquamarine,True,girl groups
25532,Kite Plain,2021-3-2,30524,,True,girl groups
25533,Stubborn Folder,2016-2-26,29471,,True,girl groups
25534,Brownian Parameter,2018-2-8,48836,Indigo,True,girl groups
25535,Content Trite,2014-1-20,56747,Brass,False,girl groups
25536,Celesta Ragged,2020-8-8,16951,,True,boy groups
25537,Magnetic Stick,2018-5-9,33111,,True,boy groups
25538,Tempered Sage,2010-5-8,51248,Objective,True,boy groups
25539,Agile Inverse,2011-12-4,14904,,True,girl groups
25540,Foggy Glazing,2015-8-15,29368,,False,girl groups
25541,Chewy Contingency,2016-6-29,62242,Aquamarine,True,girl groups
25542,Overtone Alternating,2020-6-19,25897,Lean,True,girl groups
25543,Exact Material,2016-6-28,48877,Constant,True,boy groups
25544,Glide Obliging,2017-11-27,65801,Cold,True,girl groups
25545,Neat Translation,2016-2-2,16308,,True,girl groups
25546,Deterministic Lifer,2022-6-27,6999,,False,girl groups
25547,Courtly Airwatt,2014-8-1,98093,Shortest,True,girl groups
25548,Basis Metallic,2017-9-5,14910,,True,girl groups
25549,Bug Future,2023-6-16,12569,,True,boy groups
25550,Exponential Alloy,2018-11-5,99861,Little,True,boy groups
25551,Universal Palisade,2018-1-22,95418,Randomized,False,boy groups
25552,Soft Lanyard,2021-3-10,55603,Plain,True,boy groups
25553,Mild Frame,2017-3-21,49220,Proper,True,girl groups
25554,Field Internal,2021-1-9,67115,Oily,False,girl groups
25555,Juicy Edge,2021-11-20,68821,,False,girl groups
25556,Turret Threadbare,2016-10-6,41579,Plain,True,boy groups
25557,Amber Coral,2018-7-9,68594,Chilly,True,girl groups
25558,Road All,2021-8-16,76359,,True,boy groups
25559,Sound Piercing,2012-11-9,81780,,True,boy groups
25560,Cheerful Cathode,2013-7-7,84605,Blocky,True,girl groups
25561,Grandioso Disk,2017-1-26,3723,,True,girl groups
25562,Horror Linear,2013-1-18,76938,,False,girl groups
25563,Grenade Glowing,2010-3-16,54696,Stringy,True,boy groups
25564,Pumice Unproductive,2023-11-29,60136,,False,boy groups
25565,Force Salty,2011-3-6,12939,Great,True,boy groups
25566,Savage Wireless,2018-7-8,70450,Animato,True,boy groups
25567,Conduit Dynamic,2010-6-11,48208,Savage,False,girl groups
25568,Another Bit,2014-8-6,7202,,True,girl groups
25569,Stack Rich,2020-5-23,37100,Tense,True,boy groups
25570,Foot Chief,2021-10-11,40728,Perpendicular,True,boy groups
25571,Tense Canyon,2016-7-26,76608,Modern,True,girl groups
25572,Topped Serif,2023-11-25,36843,Desert,True,boy groups
25573,Similar Butte,2023-2-25,97658,Staff,True,boy groups
25574,Touch Connected,2019-12-7,64467,,True,girl groups
25575,Molten Dingo,2015-11-8,32671,Factorial,False,girl groups
25576,Muffled Clef,2019-9-13,37088,,True,girl groups
25577,Swarm Segue,2011-5-6,12722,Asphalt,True,girl groups
25578,Furious Gulch,2020-8-19,66372,,True,boy groups
25579,Bipartite Mole,2019-10-27,78176,Courtly,True,boy groups
25580,Dog Helpful,2015-9-27,54177,,True,boy groups
25581,Achromatic Denim,2018-1-10,62696,,True,boy groups
25582,Frigid Pica,2018-8-3,19236,,True,girl groups
25583,Time Light,2022-3-23,77440,,True,girl groups
25584,Discount Frosty,2022-10-3,15981,Icy,True,girl groups
25585,Parrot Canary,2019-10-3,2423,,False,boy groups
25586,Codec Sunny,2019-3-24,4668,Oily,True,girl groups
25587,Proud Fluid,2011-11-15,58125,,False,boy groups
25588,Calm Slide,2018-1-8,31247,,True,girl groups
25589,Amber Macaw,2019-6-20,55277,,True,girl groups
25590,Gilded Clip,2011-1-6,23321,,True,boy groups
25591,Funny Daemon,2013-9-12,97687,Juicy,True,girl groups
25592,Horizontal Amortization,2022-3-22,20292,,True,girl groups
25593,Cold File,2022-12-10,83310,,False,girl groups
25594,Proud Alley,2019-11-26,75549,,True,girl groups
25595,Perpendicular Drivetrain,2018-3-15,10792,,True,girl groups
25596,Brownian Layer,2020-2-23,100013,,False,boy groups
25597,Term Relative,2011-8-4,72113,Scared,True,girl groups
25598,Clover Unsorted,2022-8-2,8813,,True,girl groups
25599,Core Buoyant,2017-2-20,9691,Grizzled,True,boy groups
25600,Laminate Sophisticated,2013-9-26,5518,,True,boy groups
25601,Velocity Shrewd,2010-8-3,35976,,True,boy groups
25602,Karate Charcoal,2023-3-28,100357,Cold,True,boy groups
25603,Design Grave,2011-7-10,10304,Resonnt,True,boy groups
25604,Violent Fir,2023-2-21,44952,Frayed,True,girl groups
25605,Note Plain,2023-11-20,27306,Active,True,girl groups
25606,Concave Pollen,2014-8-17,40710,Offline,True,girl groups
25607,Swift Energy,2022-4-14,34041,Concurrent,True,girl groups
25608,Moderato Molality,2011-12-14,69002,Open,True,boy groups
25609,Senile Broker,2011-4-15,26810,Sour,True,boy groups
25610,Document Ivory,2016-10-1,85928,Greedy,True,boy groups
25611,Blocking Degree,2010-2-13,96246,Fat,True,girl groups
25612,Gun Heartless,2012-3-13,82935,Crazy,True,boy groups
25613,Deafening Horror,2014-1-4,36936,,True,boy groups
25614,Kerf Sticky,2018-9-25,90653,Gentle,True,girl groups
25615,Brute Force,2023-6-19,84769,,True,boy groups
25616,Korat Bent,2014-7-18,35229,Cyan,True,boy groups
25617,Cobalt Product,2023-11-24,23565,Other,False,girl groups
25618,Drab Glazing,2022-1-13,10021,Crazy,True,boy groups
25619,Tub Free,2016-7-28,34101,,False,girl groups
25620,Stable Anion,2021-4-7,64735,,False,girl groups
25621,Inclusive Stern,2023-2-25,69114,,False,boy groups
25622,Vibrato Swiss,2011-4-29,18877,Inverted,True,boy groups
25623,Kind Admin,2021-3-24,89735,,True,boy groups
25624,Deck Nuclear,2015-9-25,40517,,True,boy groups
25625,Duck Average,2016-2-7,36715,Cool,True,girl groups
25626,Country Claret,2021-8-26,51032,Zesty,True,boy groups
25627,Grip Bare,2020-1-21,85294,,True,girl groups
25628,Process Crispy,2013-11-13,66369,,True,boy groups
25629,Oily Taking,2016-5-16,57734,,True,boy groups
25630,Settee One,2021-3-21,29537,,True,boy groups
25631,Conduction Mean,2014-4-22,29492,,True,girl groups
25632,Triplet Rust,2013-9-8,30499,,False,girl groups
25633,Weighted Player,2013-2-25,95760,Watery,True,girl groups
25634,Bisque Point,2018-3-22,63015,Grave,True,boy groups
25635,Dull Loft,2018-3-8,62581,,True,boy groups
25636,Purple Tanager,2021-5-9,94854,Crunchy,True,boy groups
25637,Factorial Free,2020-1-11,79317,Coral,True,boy groups
25638,Indent Faded,2018-9-19,84258,Heather,True,girl groups
25639,Cream Nuclear,2018-5-6,38292,,True,girl groups
25640,Grid Crunchy,2017-12-17,44008,Rich,True,boy groups
25641,Tender Align,2013-5-27,60134,Undirected,True,girl groups
25642,Monitor Synchronic,2022-1-18,58228,Honest,True,boy groups
25643,Wide Fractal,2020-10-12,78522,,True,boy groups
25644,Rancid Batter,2011-10-13,77611,Convoluted,True,boy groups
25645,Compound Heather,2012-6-29,3437,Principal,True,girl groups
25646,Brass Kasseri,2021-8-27,87998,Undecidable,True,girl groups
25647,Winning Grilled,2010-2-2,59386,,False,boy groups
25648,Exact Bog,2019-10-18,61700,,True,boy groups
25649,Terminal Bayonet,2012-6-11,65024,Jovial,True,boy groups
25650,Property Best,2018-8-15,21576,Chamfered,True,boy groups
25651,Elk Tough,2018-12-22,22369,Mashed,True,boy groups
25652,Brandy Huge,2021-9-17,58696,,True,boy groups
25653,Brass Lion,2023-11-5,27369,Cold,True,boy groups
25654,Marlin Coplanar,2015-4-21,43517,,True,girl groups
25655,Restaurant Trusting,2017-9-6,51892,Dense,True,girl groups
25656,Square Nondeterministic,2020-6-9,22167,Lean,True,boy groups
25657,Beige Canvas,2016-6-21,77719,,True,girl groups
25658,Bin Mature,2020-12-19,18519,,True,boy groups
25659,Deal Lean,2014-12-27,44210,Brass,True,girl groups
25660,Juvenile Gofer,2013-4-5,20621,,True,boy groups
25661,Grass Damaged,2018-1-21,83634,Flush,True,girl groups
25662,Avocado Ply,2017-9-2,68243,,True,girl groups
25663,Align Volumetric,2015-3-2,14633,,True,boy groups
25664,Cobblestone Formal,2017-11-14,28390,Mechanical,True,boy groups
25665,Townhouse Extended,2013-10-9,58117,,True,boy groups
25666,Relationship Linear,2012-5-5,20625,,True,girl groups
25667,Projectile Tender,2019-2-19,67572,Grating,True,girl groups
25668,Active Compound,2017-7-4,69696,Free,True,girl groups
25669,Shift Rapid,2016-12-8,67174,,False,boy groups
25670,Float Champagne,2017-9-15,74861,Mild,True,boy groups
25671,Sugary Poset,2017-6-26,45523,,True,boy groups
25672,Chewy Reservoir,2014-2-4,73524,,True,girl groups
25673,Careful Box,2014-3-6,69682,Tender,True,boy groups
25674,Controller Blazing,2011-6-16,69340,Charcoal,False,boy groups
25675,World Average,2022-1-22,7192,,True,boy groups
25676,Plastic Brass,2011-6-21,23160,,True,girl groups
25677,Riser Funny,2014-4-28,61002,,True,girl groups
25678,Coplanar Continent,2013-11-15,5401,,True,girl groups
25679,Happy Deck,2015-3-6,52770,,True,boy groups
25680,Member National,2018-3-18,89554,,False,boy groups
25681,Corporate Destination,2016-3-16,59357,Regular,True,girl groups
25682,Complex Father,2011-3-3,60180,Coherent,True,girl groups
25683,Glaze Each,2018-12-17,73216,,True,girl groups
25684,Succulent Spore,2021-4-8,11484,Bronze,False,boy groups
25685,Chocolate Cider,2012-6-16,44542,,False,girl groups
25686,Unproductive Game,2015-7-27,17101,Chromatic,False,girl groups
25687,Lease Plain,2019-3-19,10768,,True,girl groups
25688,Vertex Speedy,2012-1-6,71611,,False,boy groups
25689,Breezy Exposure,2021-2-11,76972,,True,girl groups
25690,Extremal Flour,2020-8-13,76509,,True,boy groups
25691,Atlas Adagio,2023-2-15,74409,,True,boy groups
25692,Tracking Presto,2022-3-3,8500,Chilly,False,girl groups
25693,Spire Straight,2021-3-4,66354,,False,boy groups
25694,Template Approximate,2023-12-15,62929,Dense,True,boy groups
25695,Sour Binary,2017-12-9,37688,,True,boy groups
25696,Neutron Searing,2011-10-15,92279,,True,boy groups
25697,Involute Medium,2015-1-8,30411,,True,girl groups
25698,Cadet Sweet,2013-9-28,40150,Brass,True,boy groups
25699,Equidistant Axe,2019-1-11,3577,,True,girl groups
25700,Lean Transform,2014-4-17,34880,,False,boy groups
25701,Barracks Isothermal,2019-12-9,19344,Dynamic,False,boy groups
25702,Scotch Red,2023-5-9,82645,Equidistant,True,boy groups
25703,Swamp Marked,2023-11-4,54999,,True,girl groups
25704,Helpful Vector,2010-2-21,49757,,False,girl groups
25705,Brilliant Wetland,2018-9-16,76372,Corn,True,girl groups
25706,Iceberg Black,2022-10-29,35996,,False,girl groups
25707,Style Senile,2011-1-26,7195,,False,girl groups
25708,Tracking Oscillating,2011-7-2,13066,,True,girl groups
25709,Fried Switch,2018-11-29,21920,,True,girl groups
25710,Pizzicato Gizmo,2016-3-21,54582,,True,girl groups
25711,Archer Chief,2011-2-24,51538,Mean,True,boy groups
25712,Head Sunny,2017-6-5,30139,Simmered,True,boy groups
25713,Quadratic Gutter,2016-11-29,14802,,True,girl groups
25714,Wood Cue,2017-6-7,16236,Colorful,True,boy groups
25715,Brass Loyal,2019-1-5,82676,,True,boy groups
25716,Equalizer Merciless,2022-10-7,49836,,True,girl groups
25717,Gentle Square,2019-6-18,91072,Savage,True,boy groups
25718,Rounded Run,2012-3-27,68613,Adagio,True,boy groups
25719,Pilot Navy,2012-6-8,34776,,True,boy groups
25720,Grandioso Epoch,2019-11-13,14464,,True,girl groups
25721,Ledger Glossy,2016-4-18,11353,,True,girl groups
25722,Thundering Cabinet,2011-8-13,43506,Fuchsia,False,boy groups
25723,Sophisticated Swamp,2020-4-12,13077,,True,boy groups
25724,Parsley Lime,2014-6-2,67595,Unsorted,True,boy groups
25725,Frigid State,2011-1-16,58042,,True,boy groups
25726,Sky Merry,2021-6-15,30983,Random,True,boy groups
25727,Algorithm Citric,2021-9-2,52805,Instant,False,girl groups
25728,Square Emboss,2020-4-2,68347,,True,girl groups
25729,Warped Resource,2015-11-8,66106,,False,girl groups
25730,Libretto Classic,2020-3-24,42853,,False,girl groups
25731,Crypt Nice,2013-7-20,15499,,True,girl groups
25732,Indulgent Centroid,2015-7-21,31263,Paper,False,girl groups
25733,Fixture Stable,2012-9-4,24039,Threadbare,True,girl groups
25734,Function Cobalt,2020-3-21,56075,Neat,True,boy groups
25735,Vintage Incircle,2011-10-24,24445,,False,girl groups
25736,Religious Protagonist,2011-1-13,1702,,True,boy groups
25737,Drive Poached,2021-1-24,90405,,True,girl groups
25738,Path Rude,2011-9-20,67743,Acute,True,girl groups
25739,Toasted Longitude,2015-5-11,74382,Rank,True,girl groups
25740,Intense Knife,2016-2-8,7325,,True,girl groups
25741,Imperative Principal,2019-10-22,75881,Immense,False,girl groups
25742,Red Layer,2018-2-16,86329,,True,boy groups
25743,Exception Binding,2018-7-15,59005,,True,girl groups
25744,Salty Suitcase,2010-7-20,82557,,True,boy groups
25745,Chilly Chrome,2010-6-2,4644,Magenta,True,boy groups
25746,Course Plastic,2015-5-10,30030,Icy,False,boy groups
25747,Ginger Large,2015-9-29,91485,,False,girl groups
25748,Colorful Novella,2013-3-12,80988,Steamed,True,girl groups
25749,Aged Game,2023-11-6,15408,Elegant,True,girl groups
25750,Coastie Cheerful,2021-8-2,33287,Forward,False,boy groups
25751,Big Asadero,2010-2-28,84353,Hot,True,boy groups
25752,Closed Region,2012-1-24,11798,Snowy,False,girl groups
25753,Sienna Alloy,2013-9-22,42341,Latent,True,girl groups
25754,Valve Huge,2021-4-5,66830,,True,girl groups
25755,Polynomial Coastie,2021-9-22,29792,,False,girl groups
25756,Pascal Mild,2021-3-7,17475,Pink,False,girl groups
25757,Meek Beaker,2010-10-7,9846,Warped,True,girl groups
25758,Lamb Rigid,2017-2-29,45754,Optimal,True,boy groups
25759,Chalky Cabinet,2012-4-4,23647,,False,boy groups
25760,Straight Paper,2017-10-13,67931,,True,girl groups
25761,Espressivo Sole,2020-5-3,7820,Blazing,True,boy groups
25762,Noisy Bean,2023-11-19,47204,,True,boy groups
25763,Ident Bold,2019-12-13,101025,Poached,True,girl groups
25764,Translation Unsolvable,2023-10-2,12629,Light,True,boy groups
25765,Boom Swift,2015-12-29,27038,Paper,True,boy groups
25766,Height Absolute,2012-5-21,60311,,True,boy groups
25767,Acorn Sparse,2015-4-19,85896,,True,girl groups
25768,Scotch Kind,2015-10-29,91323,Shrewd,False,girl groups
25769,Head Concentric,2014-8-6,40124,Polynomial,False,girl groups
25770,Product Composer,2020-1-6,90292,Plain,True,girl groups
25771,Edible Salmon,2013-1-4,84017,,False,girl groups
25772,Rehab Atomic,2020-12-29,42021,Alternate,False,girl groups
25773,Quanta Quiet,2015-6-27,38353,,True,boy groups
25774,Bounded Buyer,2013-6-9,67495,,True,girl groups
25775,Export Stone,2017-9-4,51621,,True,girl groups
25776,Jumbo Tetrad,2012-5-15,42213,,True,girl groups
25777,Bazaar Radiant,2010-2-25,30687,,False,boy groups
25778,Great Canal,2015-10-20,29575,Flat,True,boy groups
25779,Dynamic House,2015-3-1,7516,Spicy,False,boy groups
25780,Depth Pounded,2016-3-11,89066,,True,boy groups
25781,Acidic Can,2015-11-10,15376,Stone,True,boy groups
25782,Magnetic Lead,2013-3-25,96263,Objective,True,girl groups
25783,Breezy Volume,2021-11-18,25618,Furious,True,boy groups
25784,Continent Internal,2020-12-8,70253,Terminal,True,boy groups
25785,Devout Ocean,2017-1-7,78336,Nuclear,True,boy groups
25786,Rude Joist,2017-9-2,44572,,False,girl groups
25787,Index Regular,2021-6-22,58578,Marinated,False,girl groups
25788,Warm Louver,2010-5-1,95744,,True,girl groups
25789,Reader Chestnut,2019-8-8,73209,Central,False,boy groups
25790,Goat Piercing,2017-12-10,64448,Equidistant,True,girl groups
25791,Brilliant Dune,2022-10-15,61693,Inscribed,True,girl groups
25792,Molten Reef,2020-3-25,81900,Broad,True,girl groups
25793,Forest Greasy,2022-4-27,27459,Jellied,True,boy groups
25794,Yummy Urn,2011-2-24,51439,Religious,True,girl groups
25795,Statement Coffee,2021-6-29,71445,Inflammable,False,girl groups
25796,Object Coped,2017-9-10,78984,Complete,True,boy groups
25797,Note Agile,2014-4-2,74661,,True,girl groups
25798,Hotel Amicable,2014-12-15,14549,,True,girl groups
25799,Karate Patient,2013-2-24,37966,Toasted,True,boy groups
25800,Molecule Salty,2019-11-2,73463,Tart,True,boy groups
25801,Brilliant Juniper,2011-3-27,12884,,True,boy groups
25802,Extremal Asset,2014-4-25,3802,,True,girl groups
25803,Sour Soul,2010-10-18,48451,,False,girl groups
25804,Line Impulsive,2014-6-7,79284,Pallid,True,boy groups
25805,Kind Judo,2019-6-15,32734,,True,girl groups
25806,Olive Dam,2015-3-18,61167,,False,boy groups
25807,Candied Sharp,2022-4-12,58747,,True,boy groups
25808,Courtly Patch,2010-8-10,66198,Silly,True,girl groups
25809,Spatial Bass,2022-4-12,54367,,True,boy groups
25810,Absolute Sea,2022-3-13,53682,Olive,False,boy groups
25811,Hook Hard,2011-10-15,16382,,True,girl groups
25812,Flow Silent,2023-12-29,34320,,False,girl groups
25813,Appraisal Pureed,2011-12-16,84753,Glossy,True,boy groups
25814,Cautious Expense,2023-1-28,64960,,False,boy groups
25815,Quick Bezier,2014-8-17,4652,Lazy,True,girl groups
25816,Maroon Inlay,2011-10-24,28899,Creamy,True,boy groups
25817,Lane Steamed,2018-5-16,49180,Lenient,False,boy groups
25818,Buoyant Plateau,2023-9-1,74988,Andante,True,boy groups
25819,Sole Sienna,2011-8-17,25942,Forgiving,True,girl groups
25820,Principal Ambient,2013-11-19,3491,Oriented,True,boy groups
25821,Vibration Mild,2014-9-28,53340,Lime,True,girl groups
25822,Edible Teapot,2015-12-17,46869,Exponential,True,boy groups
25823,Meek Predicate,2018-6-26,73865,,True,boy groups
25824,Wave Concrete,2023-2-10,55279,Frozen,True,girl groups
25825,Chit Wide,2013-4-25,63071,,True,boy groups
25826,Topped Pigment,2013-4-5,46154,Global,True,boy groups
25827,Plain Door,2022-2-29,63442,,True,boy groups
25828,Torpedo Beveled,2019-1-6,98789,All,True,girl groups
25829,Adagio Ancestor,2015-3-26,43678,,True,girl groups
25830,Bright Fossil,2014-5-24,31035,,True,boy groups
25831,Rowdy Diver,2017-12-20,58516,Foggy,True,boy groups
25832,Taste Dense,2023-6-10,60252,Obtuse,True,girl groups
25833,Pan Sienna,2021-10-13,28299,,False,boy groups
25834,Block Factorial,2017-2-1,85840,Synchronic,False,girl groups
25835,Tensor Merciless,2012-9-24,9226,Gold,False,girl groups
25836,Constant Timer,2012-6-14,62098,Plain,False,boy groups
25837,Succulent Test,2016-6-13,66656,Objective,True,boy groups
25838,Crowd Accepting,2016-7-4,57508,,True,boy groups
25839,Lead Mullion,2023-9-26,72668,,True,girl groups
25840,Vendor Fancy,2018-10-12,47319,,True,girl groups
25841,Complex Barracuda,2013-11-17,24209,Sizzling,True,girl groups
25842,Pine Optimal,2014-4-23,1242,,False,boy groups
25843,Salmon Batter,2020-2-24,79914,,True,girl groups
25844,Flight Magenta,2014-9-26,29712,Feasible,True,boy groups
25845,Brass Strategist,2012-4-7,73877,Dry,True,boy groups
25846,Golfer Isobaric,2015-2-13,72596,Adagio,True,boy groups
25847,Model Mild,2013-7-24,45616,,True,girl groups
25848,Cage Rust,2021-12-12,42512,,False,boy groups
25849,Watt Briny,2011-4-17,39003,,True,boy groups
25850,Crazy Style,2016-8-27,54838,,True,boy groups
25851,Pounded Cabin,2011-9-3,87998,Glossy,True,girl groups
25852,Little Berry,2018-11-16,48570,,True,girl groups
25853,Champagne Binary,2010-10-21,24413,Bone,True,girl groups
25854,Knurled Shim,2016-6-2,4024,,True,boy groups
25855,Sync Dichotomic,2011-4-12,54649,Bounded,True,boy groups
25856,Swarm Template,2012-9-3,90278,Ascent,True,boy groups
25857,Bronze Allegro,2016-8-4,30283,Damp,True,boy groups
25858,Chinon Acyclic,2018-9-25,83753,,False,girl groups
25859,Phalanx Hoary,2012-11-2,38779,,True,boy groups
25860,Watch Faded,2011-11-12,86336,Unary,True,boy groups
25861,Chewy Block,2010-2-16,14369,,True,girl groups
25862,Watery Formatting,2022-3-1,88103,,False,girl groups
25863,Engineer Proud,2014-2-27,13289,,True,boy groups
25864,Button Kinetic,2012-8-16,44907,,True,boy groups
25865,Threadbare Coda,2022-7-18,83504,,True,girl groups
25866,Venison Chocolate,2010-9-14,92500,,False,boy groups
25867,Brave Cornice,2011-4-18,27404,Unary,True,girl groups
25868,Diachronic Url,2019-7-17,20601,Brass,True,girl groups
25869,Syrupy Swallow,2022-1-11,29351,Weighted,True,boy groups
25870,Poster Soluble,2023-1-3,36419,Pale,True,girl groups
25871,Quail Tractable,2014-12-23,36848,,False,girl groups
25872,Pitch Coal,2010-6-11,37296,Glass,False,girl groups
25873,Plum Bollard,2012-9-22,69494,Canary,False,boy groups
25874,Creamy Suite,2021-2-19,55156,Coplanar,False,girl groups
25875,Studio Crunchy,2017-10-15,53010,Primordial,True,girl groups
25876,Distinct Model,2019-5-21,33816,,True,boy groups
25877,Gold Bin,2013-12-4,23269,Universal,True,girl groups
25878,Compact Granite,2020-9-2,32262,,True,boy groups
25879,Latent Radius,2013-8-4,85962,,True,girl groups
25880,Condenser Exothermic,2017-4-7,48090,Corn,True,girl groups
25881,Square Smoked,2011-6-12,87002,Mild,True,girl groups
25882,Cloudy Minute,2017-10-15,73760,Brute,False,boy groups
25883,Ordered Era,2010-3-5,21875,Unproductive,False,girl groups
25884,Code Crabby,2022-5-8,86222,Cerulean,True,girl groups
25885,Ball Online,2012-10-8,86676,,True,boy groups
25886,Steel Entrepreneur,2022-5-8,34392,,True,girl groups
25887,Architect Gray,2013-8-4,20628,Uniform,True,girl groups
25888,Icy Projectile,2011-11-3,52018,,True,girl groups
25889,Wire Loyal,2015-8-1,71632,Religious,False,girl groups
25890,Cross Retreat,2013-2-1,52705,,True,girl groups
25891,Synchronic Momentum,2018-11-28,16243,Counting,True,girl groups
25892,Recent Bar,2017-5-5,87794,,True,girl groups
25893,Worried Exception,2016-6-4,42755,,True,boy groups
25894,Catch Light,2012-4-4,86816,Optical,True,boy groups
25895,Reuben Dichotomic,2023-8-25,50321,,True,girl groups
25896,Flagstone Flashed,2010-9-20,52123,,True,boy groups
25897,Determinant Stubborn,2019-8-4,16773,,True,boy groups
25898,Tough Square,2018-8-21,46809,Nullary,True,boy groups
