id,name,debut,company_id,fanclub_name,active,type
489,Rubble Bisque,2019-1-13,9932,Complicated,True,boy groups
490,Null Gaffer,2014-4-28,17145,,True,boy groups
491,Data Ragged,2013-3-25,62453,Average,True,girl groups
492,Warm Oboe,2011-6-4,34928,,False,girl groups
493,Cold Corgie,2013-7-12,18986,Active,True,girl groups
494,Rainy Redshift,2015-1-24,45380,Resolving,False,boy groups
495,Chewy Canity,2010-12-25,68321,Icy,True,boy groups
496,Nimble Gator,2013-1-18,61642,Presto,True,boy groups
497,Margarine Bright,2016-10-1,39252,Covering,True,boy groups
498,Inflection Generous,2010-1-8,89148,,True,girl groups
499,Molality Matte,2016-2-27,93987,,True,boy groups
500,Bright Sprout,2021-2-26,35542,Excited,True,boy groups
501,Community Formal,2020-10-6,77598,Congruent,True,girl groups
502,Stock Lean,2015-2-24,14249,,False,boy groups
503,Pink Grain,2018-6-29,5764,Either,True,girl groups
504,Map Thin,2016-7-18,76612,Mature,True,girl groups
505,Amberjack Antique,2016-3-14,20488,,False,boy groups
506,Tuba Buoyant,2011-4-24,32705,,True,boy groups
507,Citron Duplex,2021-1-18,65094,,True,girl groups
508,Bifocal Bounded,2015-7-26,64904,,True,boy groups
509,Head Heather,2017-4-17,30862,,True,girl groups
510,Plumb Channel,2010-11-13,68308,,True,girl groups
511,Error Ascent,2011-9-28,58854,Skinny,True,girl groups
512,Magpie Nutty,2011-8-28,2753,,False,boy groups
513,Easement Saucy,2017-3-27,69837,,True,girl groups
514,Goo Khaki,2018-4-13,2016,,True,boy groups
515,Node Tart,2023-9-8,31950,Random,True,boy groups
516,Trust Frosty,2020-1-11,7385,,True,girl groups
517,Quantum Duck,2010-2-18,95802,,True,girl groups
518,Baseline Asphalt,2015-12-22,71684,,True,girl groups
519,Juicy Cloth,2014-8-15,44005,,False,girl groups
520,Breezy Patch,2015-6-14,42578,,True,girl groups
521,Radial Thundering,2010-9-26,24047,,True,boy groups
522,Cold Image,2017-6-24,16902,,True,boy groups
523,Slalom Upbeat,2012-11-4,8717,Electric,True,girl groups
524,Thyme One,2016-5-8,14184,,True,boy groups
525,Lath Great,2010-6-21,1395,Concave,True,boy groups
526,Hook Congruent,2017-6-14,75468,,True,girl groups
527,Spread Jumbo,2012-3-13,38398,Wide,True,boy groups
528,Wood Film,2018-10-2,86848,Sunny,True,girl groups
529,Clip Cream,2013-7-13,97972,Allegro,True,boy groups
530,Interior Heater,2014-4-20,50315,,True,girl groups
531,Miniature Perimeter,2022-8-26,50820,Savage,False,boy groups
532,Cloudy Pitch,2013-9-8,94146,Feasible,True,girl groups
533,Factorial Tube,2013-11-13,3205,Absolute,True,boy groups
534,Dark Program,2022-11-28,10499,,False,boy groups
535,Tower Brown,2013-1-21,41413,Brass,False,girl groups
536,Lens Mild,2014-11-5,9393,Medium,True,girl groups
537,Serif Taxonomic,2012-5-7,60331,,True,boy groups
538,Rude Basement,2018-6-12,28289,Pointed,True,boy groups
539,Trout Concave,2019-4-18,22889,,True,girl groups
540,Salt Customer,2014-1-5,52591,Muted,True,boy groups
541,Meek Align,2015-10-24,50702,Cerulean,True,girl groups
542,Relationship Critical,2014-1-21,49226,,True,girl groups
543,Presto Front,2018-12-21,81965,,True,girl groups
544,Isothermal Gin,2012-12-25,9566,Level,False,girl groups
545,Concurrent Consulate,2022-11-3,18780,,True,boy groups
546,Pentatonic Yellow,2023-3-8,78497,,True,girl groups
547,Quadratic Ayu,2011-11-21,34322,Exponential,True,girl groups
548,Recurrence Dark,2018-8-2,50476,,True,girl groups
549,Bright Merge,2013-6-17,18549,Soft,True,boy groups
550,Regular Banquette,2016-8-10,75290,Ancient,True,boy groups
551,Fundamental Activation,2021-3-29,38316,,True,boy groups
552,Crew Coherent,2017-2-20,50601,,True,girl groups
553,Studio Magnetic,2021-6-1,38325,Random,True,girl groups
554,Purple Argument,2014-12-12,83728,,True,girl groups
555,Director Regular,2012-10-22,79399,,True,boy groups
556,Breakout Chill,2015-10-24,5461,Advanced,True,girl groups
557,Player Meek,2022-12-28,36674,Delicious,True,girl groups
558,Temple Friendly,2021-4-14,31330,Smart,True,girl groups
559,Bridge Fresh,2021-7-18,84571,Rectilinear,True,boy groups
560,Investor Store,2016-2-18,17649,Flat,True,girl groups
561,Ascent Deque,2021-6-4,46531,Hasty,False,girl groups
562,Coach Asphalt,2021-11-20,96672,,True,boy groups
563,Field Stubborn,2014-8-16,43593,Tranquil,True,boy groups
564,Urbane Publicist,2018-2-22,91014,Chief,True,girl groups
565,Ragged Levee,2014-11-2,6832,Brass,True,girl groups
566,Average Joint,2023-8-7,77600,,True,boy groups
567,Organic Offense,2011-4-10,79880,,False,boy groups
568,Rifle Scared,2014-11-4,18905,,True,boy groups
569,Constant Trainer,2020-4-22,74064,,True,boy groups
570,Binding Incircle,2017-6-20,97093,Either,True,girl groups
571,Cut Persistent,2014-8-28,41515,,True,girl groups
572,Khaki Flux,2015-7-18,67136,Quiet,True,girl groups
573,Saucy Peak,2019-10-5,55369,,False,girl groups
574,Note Fixed,2023-5-20,19331,Arctic,True,boy groups
575,Proud Leadsman,2010-7-7,42807,Raw,True,girl groups
576,Seething Attenuation,2020-12-20,16165,Inventive,True,boy groups
577,Magnetic Steak,2014-5-5,68832,,True,girl groups
578,Weathered Palette,2016-10-18,80937,,True,boy groups
579,Yeoman Muted,2017-9-3,70801,,True,boy groups
580,Gradient Careful,2021-12-1,83299,,True,boy groups
581,Scallop Tiny,2020-3-6,66474,,True,girl groups
582,Sunny Mine,2016-11-17,72068,,True,boy groups
583,Piquant Embassy,2019-8-24,40836,Burning,True,boy groups
584,Effect Matte,2014-2-8,38532,Generous,True,boy groups
585,Equilateral Assurance,2015-3-28,97524,Livid,True,girl groups
586,Wattage Tomato,2019-7-7,49478,,True,girl groups
587,Rail Unary,2018-8-3,99427,Raw,True,boy groups
588,Silver Swamp,2019-3-11,77411,,True,boy groups
589,Violent Omelette,2019-6-14,99108,,False,girl groups
590,Fried Score,2020-4-12,19240,Happy,True,boy groups
591,Brass Soup,2012-4-28,98949,,True,boy groups
592,Tee Gray,2013-3-17,23370,,True,boy groups
593,Sparrow Cool,2018-2-17,32060,White,True,girl groups
594,Late Altitude,2014-8-4,1580,,True,boy groups
595,Colorful Discriminator,2012-9-4,2129,Burgundy,True,boy groups
596,Arrowroot Small,2010-3-23,94055,,True,boy groups
597,Cue Seasoned,2014-9-16,31085,Bland,True,girl groups
598,Greasy Museum,2018-11-11,75097,,False,boy groups
599,Bin Strong,2010-11-28,54495,Inclusive,False,girl groups
600,Titanium Pointed,2012-10-3,42152,Silver,False,boy groups
601,Warm Javanese,2010-12-19,88397,Flat,False,girl groups
602,Taper Chalky,2022-9-3,5742,Chewy,True,boy groups
603,Blaring Flamingo,2020-3-12,58379,Tense,True,girl groups
604,Intense Level,2023-12-18,49317,,True,girl groups
605,Berry Muted,2014-5-26,15324,Tattered,False,girl groups
606,Kite Joint,2023-11-24,34889,,True,boy groups
607,Rout Happy,2012-7-1,22814,,True,girl groups
608,Level Bank,2012-3-4,26212,,True,girl groups
609,Bisector Drab,2012-9-21,94050,,True,girl groups
610,Gravel Spry,2015-11-22,66837,Purple,True,girl groups
611,White Ensign,2022-3-28,35050,,True,boy groups
612,Resultant Dimension,2019-7-5,54864,,False,girl groups
613,Acyclic Redshift,2022-5-3,17681,Sophisticated,True,boy groups
614,Volcano All,2014-1-5,75344,,True,boy groups
615,Achromatic Parody,2015-10-15,31526,New,True,boy groups
616,Champagne Goal,2015-8-15,27776,Buttery,True,girl groups
617,Lazy Array,2021-2-28,7165,,True,boy groups
618,Recent Hub,2013-8-13,59488,,True,girl groups
619,Excited Hexagon,2015-11-15,29967,,True,boy groups
620,Equidistant Climax,2012-5-26,30570,Iron,True,boy groups
621,Acidic Sherry,2016-9-24,73900,Sticky,True,girl groups
622,Crazy Luminosity,2015-4-16,29878,Shiny,True,boy groups
623,Emerald Pie,2019-8-14,57991,,True,girl groups
624,Tie Acute,2012-10-13,21327,Bitter,True,girl groups
625,Dichotomic Skin,2010-3-25,84828,,True,girl groups
626,Credits External,2021-9-18,58201,,True,boy groups
627,Frequency Foggy,2022-11-11,60306,,True,girl groups
628,Nervous Century,2021-6-13,96899,Glad,True,boy groups
629,Wavelength Black,2012-5-12,35911,,True,boy groups
630,Pair Cerulean,2015-7-15,52875,,False,boy groups
631,Decision Greasy,2012-9-3,44963,Tense,True,girl groups
632,Midpoint New,2019-7-14,62554,Tough,True,girl groups
633,Fries Syrupy,2016-1-29,93218,,False,boy groups
634,Tattered Bridge,2022-3-2,18954,Watery,True,boy groups
635,Inverse Margarine,2012-4-20,76645,Stable,True,girl groups
636,Calendar Ivory,2011-2-12,4947,,True,boy groups
637,Crazy Ray,2015-12-1,42091,,True,girl groups
638,Bag Blaring,2016-2-25,53728,Ancient,False,girl groups
639,Crabby Tributary,2021-11-27,88634,,True,girl groups
640,Modern Bailee,2016-4-10,40342,,True,boy groups
641,Bitter Mesh,2013-11-22,86548,Ordered,False,boy groups
642,Cycle Obsolete,2014-5-29,92460,Aged,True,girl groups
643,Sophisticated Magpie,2014-11-24,7783,,True,girl groups
644,Salmon Proper,2015-4-4,40542,,False,girl groups
645,Yummy Knot,2012-10-5,76399,Crunchy,True,boy groups
646,Extremal Marker,2011-11-17,86034,,True,boy groups
647,Consultant Modern,2019-2-2,97620,,True,boy groups
648,Customer Term,2019-12-5,32919,,True,boy groups
649,Laser Descriptive,2019-5-12,11013,,False,girl groups
650,Radon Ferocious,2014-7-28,43663,,True,girl groups
651,Iteration Proper,2014-5-13,36331,,True,girl groups
652,Thick Rectangle,2019-9-13,72055,,False,boy groups
653,Mad Page,2018-1-26,89771,,True,girl groups
654,Congruent Adaptation,2010-5-7,29867,Marinated,True,boy groups
655,Variance International,2017-10-3,81602,Lead,False,boy groups
656,Marsh Quantum,2018-9-11,22663,,True,boy groups
657,Null Isothermal,2017-2-4,99972,Weathered,True,boy groups
658,Amber Inverse,2011-1-7,67819,Insulated,False,boy groups
659,User Weary,2022-4-8,98503,,True,boy groups
660,Force Brute,2023-3-10,37489,,True,boy groups
661,Browser Tiny,2019-2-10,27520,Staccato,True,boy groups
662,Retreat Volumetric,2014-1-15,22865,,True,boy groups
663,Bengal Caramel,2017-9-26,33282,Dull,True,girl groups
664,Dull Putty,2012-4-28,57912,Brass,True,girl groups
665,Fixed Wavelength,2017-3-25,67134,Narrow,True,girl groups
666,Chocolate Bookshelf,2014-4-1,16152,,True,boy groups
667,Denim Osprey,2014-4-19,77153,Libretto,True,girl groups
668,Latent Stool,2017-12-11,5274,,True,boy groups
669,Bordeaux Helm,2010-12-6,58717,,False,boy groups
670,Uniform Tangent,2016-2-18,33617,,True,boy groups
671,Diachronic Speed,2016-4-13,5127,Spicy,False,girl groups
672,Mobile Daring,2010-7-27,39607,,True,boy groups
673,Spitz Azure,2010-11-19,17899,Salty,True,girl groups
674,Infomediary Fixed,2013-3-6,89384,,False,girl groups
675,Mean Relation,2011-1-3,51902,,False,girl groups
676,Cloth Frayed,2012-11-10,45166,Diachronic,True,girl groups
677,Organic Time,2022-8-29,85392,Neat,True,boy groups
678,Brave Shallows,2023-7-19,39671,,True,girl groups
679,Retail Radiant,2022-5-18,65444,Inflammable,True,boy groups
680,Dingo Simple,2022-12-19,43664,,True,girl groups
681,Scan Vintage,2015-2-26,15820,,False,boy groups
682,Massive Style,2015-7-7,67400,,True,girl groups
683,Share Congruent,2013-7-18,93026,Booming,True,boy groups
684,Clear Glass,2022-10-8,90226,Simmered,True,boy groups
685,Mayo Sunny,2018-8-2,16805,,True,boy groups
686,Sack Complex,2010-5-11,27505,Buttery,True,girl groups
687,Legato Rafter,2012-2-4,99790,Large,True,boy groups
688,Planar Agent,2018-9-8,30549,,False,boy groups
689,Cardinality Shortest,2011-2-9,91647,,False,girl groups
690,Quarter Equilateral,2012-12-7,52916,Sparse,True,girl groups
691,Balanced Vault,2021-1-5,8860,Windy,True,boy groups
692,Loop Adagio,2020-2-3,86959,,True,girl groups
693,Travel Factorial,2018-6-26,20019,Vertical,False,girl groups
694,Wide Nugget,2012-4-7,91364,,False,girl groups
695,Level Reverb,2014-10-18,90862,,True,boy groups
696,Tense Representative,2018-8-24,46096,Nondeterministic,False,girl groups
697,Similar Hook,2013-10-12,44262,Grouchy,True,girl groups
698,Castle Linear,2023-10-10,22803,Grandioso,True,boy groups
699,Genteel Pergola,2015-7-5,70440,Pointed,True,boy groups
700,Sweeper Central,2022-1-26,51803,,False,boy groups
701,Human Practice,2016-9-22,86374,,True,girl groups
702,Quick Plain,2011-2-12,50364,Taxonomic,True,boy groups
703,Silver Freezing,2023-8-6,13874,Citric,True,girl groups
704,Havarti Radial,2017-2-6,43643,,False,girl groups
705,Bin Snow,2021-7-3,63367,,True,girl groups
706,Hard Jack,2013-4-19,42086,,False,girl groups
707,Soft Walnut,2014-12-27,72584,Wise,True,boy groups
708,Sophisticated Breakout,2021-7-20,87387,Vintage,True,girl groups
709,Dichotomic Plan,2020-10-25,38066,,True,girl groups
710,Polynomial Shim,2021-1-4,69077,,True,girl groups
711,Vision Elaborate,2021-9-29,93369,Current,True,girl groups
712,Log Moist,2019-7-27,89578,Equidistant,True,girl groups
713,Golden Copyright,2023-9-25,14950,,True,boy groups
714,Midi Minimum,2017-11-20,96548,Brute,False,girl groups
715,Submodule Paper,2010-11-20,34609,,True,girl groups
716,Few Volley,2023-2-12,43071,,True,boy groups
717,Flow Organic,2010-12-6,19780,Minty,True,boy groups
718,Dry Madeira,2022-11-10,44057,Clear,True,girl groups
719,Random Decay,2010-5-29,84883,Succulent,True,boy groups
720,Particle Associative,2011-4-21,90441,,True,girl groups
721,Ragged Note,2019-1-24,51196,,True,boy groups
722,Em Cloying,2021-2-5,27968,,True,boy groups
723,Connected League,2010-8-16,83520,Lower,True,boy groups
724,Volley Jolly,2021-1-27,98477,,True,girl groups
725,Myth Soluble,2012-2-10,31225,,False,boy groups
726,Yummy Lens,2012-5-7,85021,,False,boy groups
727,Endothermic Type,2012-11-21,18510,Indigo,True,boy groups
728,Figurative Turkey,2021-2-6,13833,Simple,True,girl groups
729,Pole Gilded,2018-8-8,18737,Booming,False,girl groups
730,Extended Bench,2022-5-10,60648,Massive,True,boy groups
731,Reflection Angry,2018-5-6,96408,Gourmet,True,boy groups
732,Condominium Rectilinear,2021-9-25,96125,,True,girl groups
733,Knurled Horn,2021-12-26,59716,,True,boy groups
734,Simple Circuit,2023-5-5,87369,Faint,False,girl groups
735,Silver Poplin,2016-11-11,90816,Great,True,boy groups
736,Sparse Cyclotron,2022-1-14,46734,Violent,True,girl groups
737,Damaged Cadet,2010-2-18,7012,Honest,True,boy groups
738,Nutty Mean,2016-6-1,6313,,False,girl groups
739,Adjacent Flight,2011-12-26,77560,Yummy,True,girl groups
740,Coplanar World,2015-2-20,59855,,True,girl groups
741,Formation Tossed,2011-12-4,47205,,True,girl groups
742,Zingy Salad,2021-3-3,46907,,False,boy groups
743,Alphabet Staff,2014-9-20,59040,Compact,False,girl groups
744,Capitalist Muffled,2018-5-25,43101,Orthogonal,True,girl groups
745,Block Fresh,2023-1-7,66811,Radiant,True,boy groups
746,Blue Bracket,2020-1-13,30994,Cold,True,boy groups
747,Syrupy Tungsten,2021-11-6,20151,,True,girl groups
748,Neat Asiago,2013-10-8,79434,,True,girl groups
749,Swift Solenoid,2017-11-28,85404,Tough,True,girl groups
750,Bamboo Investor,2016-8-29,70818,,True,girl groups
751,Folder Contemporary,2012-11-8,93350,Vibrant,True,girl groups
752,Denim Country,2023-1-20,57665,Amber,True,boy groups
753,Starling Atomic,2022-1-7,99445,Primordial,True,boy groups
754,Inventive Daemon,2010-4-2,13097,Icy,True,boy groups
755,Drivetrain Quantum,2012-7-21,31130,Golden,True,girl groups
756,Mild Interface,2010-12-22,85649,,True,girl groups
757,Proud Reverb,2011-2-3,27240,Prompt,True,girl groups
758,Envelope Felt,2012-2-8,47654,,False,boy groups
759,Shy Shadow,2010-4-11,70026,,True,girl groups
760,Beveled Drone,2020-8-21,24202,Natural,True,girl groups
761,Steak Naive,2019-12-27,32849,Generative,False,girl groups
762,Neutron Numerous,2010-2-14,15945,,True,girl groups
763,Universe Wood,2021-10-14,28688,,True,girl groups
764,Ripe Statement,2021-3-26,42153,Optimal,True,boy groups
765,Carrier Blended,2012-4-10,92090,,True,girl groups
766,Swift Plateau,2022-6-1,17513,,True,boy groups
767,Burning Music,2017-1-28,21597,,False,girl groups
768,Beige Bass,2019-7-23,27614,Old,True,boy groups
769,Engine Intense,2013-11-3,6445,,True,girl groups
770,Shabby Flour,2022-10-17,62707,,True,girl groups
771,Mart All,2017-3-6,50471,Light,True,boy groups
772,Hut Glum,2021-4-28,10739,,True,girl groups
773,Wicker Skier,2013-8-11,57948,Unsolvable,True,girl groups
774,Isothermal Right,2016-9-14,26455,,True,boy groups
775,Caramelized Dictionary,2022-1-8,75175,Cheerful,True,girl groups
776,Vertex Beveled,2018-12-14,24529,Convoluted,True,boy groups
777,Coverage Staff,2016-6-11,76652,Nimble,False,girl groups
778,Crunchy Division,2015-6-14,53678,Current,True,boy groups
779,Hue Lazy,2022-10-8,77755,,True,boy groups
780,Immature Shrine,2022-4-18,72532,,True,boy groups
781,Ascent Granite,2018-4-20,98993,,True,boy groups
782,Bridge Decidable,2014-3-25,18316,Central,True,boy groups
783,Post Rectilinear,2010-4-26,31407,Sluggish,False,boy groups
784,Setback Roaring,2014-6-22,14770,Proper,True,boy groups
785,Dioptre Counting,2019-1-25,57307,,True,girl groups
786,Yummy Left,2022-4-26,73841,,True,boy groups
787,Tower Radioactive,2020-8-23,44105,Staccato,True,girl groups
788,Cover Several,2021-3-11,87710,Sweet,True,girl groups
789,Stock Fundamental,2010-4-28,18346,Quadratic,True,boy groups
790,Pivot Serious,2016-9-25,66217,Savage,True,boy groups
791,Hertz Pure,2019-9-2,75739,,True,girl groups
792,Chick Null,2015-11-20,85056,Loud,True,boy groups
793,Pale Sub,2014-8-3,72027,,True,boy groups
794,Electrolysis Faded,2012-5-8,73348,Glossy,True,girl groups
795,Regional Major,2018-9-7,97895,,True,girl groups
796,Circuit Intense,2013-10-11,97979,Frayed,True,boy groups
797,Null Mall,2015-3-1,49137,,True,boy groups
798,Flat Nut,2011-12-25,74737,,True,girl groups
799,Giant Breach,2014-7-5,18186,Snow,True,boy groups
800,Blended Asphalt,2017-7-1,28569,,True,boy groups
801,Engine Narrow,2010-4-17,93679,Selfish,False,boy groups
802,Fresh Chino,2020-11-2,61615,,True,boy groups
803,Warm Executive,2016-10-2,41921,,True,boy groups
804,Agent Exponential,2020-12-1,6171,Bitter,True,girl groups
805,Radiant Cell,2019-4-29,54058,,True,boy groups
806,Approximate Field,2011-11-17,39803,Coal,True,girl groups
807,Actor Connected,2018-12-10,12334,,True,girl groups
808,Rapid Nucleus,2019-5-5,4000,Amiable,True,boy groups
809,Armament Staff,2016-3-8,9680,,True,girl groups
810,Galley Pale,2017-7-6,65974,,False,boy groups
811,Filter Jumbo,2021-7-12,2024,Inflammable,True,boy groups
812,Commutative Anion,2017-11-3,14604,,True,boy groups
813,Leadership Mild,2011-12-17,89224,White,False,boy groups
814,Constant Salmon,2016-11-29,47021,,False,boy groups
815,Taper Gilded,2014-1-1,12936,Curious,True,boy groups
816,Crazy Frequency,2014-7-27,56479,Primary,False,girl groups
817,Champagne Nectarine,2020-5-19,1531,,True,boy groups
818,Yeoman Rainy,2010-7-10,11870,,True,girl groups
819,Differential Urbane,2011-3-15,74684,Silent,True,girl groups
820,Guava Inventive,2020-12-8,36607,Forgiving,True,girl groups
821,Kernel Intricate,2022-3-21,96267,Fixed,True,girl groups
822,Hotel Frosty,2012-12-12,24503,Molto,True,girl groups
823,Consulate Isochoric,2010-11-17,55683,,True,girl groups
824,Lazy Jeep,2014-7-19,84859,,True,girl groups
825,Hard Capital,2010-2-4,71245,Dry,True,girl groups
826,Global Marsh,2014-10-7,69821,Speedy,True,girl groups
827,Wallpaper Exhaustive,2016-2-28,85524,Syrupy,True,boy groups
828,Emrasure Thick,2020-3-26,24293,Brute,True,girl groups
829,Vertical Array,2021-7-15,20704,,True,boy groups
830,Average Tower,2012-8-26,52509,,True,boy groups
831,Dense Reverb,2018-2-22,78660,Regular,True,boy groups
832,Bland Entropy,2012-6-26,65578,Humid,True,girl groups
833,Hardcover Cross,2015-12-24,93036,,True,boy groups
834,Volumetric Gorgonzola,2015-12-4,18725,,True,girl groups
835,Espressivo Capital,2013-9-24,67145,,True,girl groups
836,Apple Spicy,2011-8-24,91519,Associative,True,boy groups
837,Sparse Mason,2013-12-26,43358,Acyclic,True,girl groups
838,Legato Resolution,2013-2-12,4616,,True,girl groups
839,Tart Sparrow,2023-8-2,60177,Timid,True,girl groups
840,Distinct Barracuda,2014-4-17,34263,,True,boy groups
841,Universal Delta,2016-6-12,54201,Rectilinear,False,girl groups
842,Jet Daemon,2014-8-8,15688,Adiabatic,False,girl groups
843,Syntax Soft,2020-12-19,26075,,True,boy groups
844,Clover Pallid,2012-7-21,84052,,True,boy groups
845,Naive Nectarine,2023-4-3,19505,,False,girl groups
846,Crescendo Direct,2017-1-5,34403,Tart,True,boy groups
847,Lane Funny,2010-4-1,63130,,True,girl groups
848,Joint Major,2012-12-21,29474,Elegant,True,girl groups
849,Courtly Vibration,2019-11-23,97251,Muffled,True,girl groups
850,Chain Calm,2015-3-2,42301,Juvenile,True,girl groups
851,Broth Blended,2023-6-5,100650,,True,girl groups
852,Dry Plasma,2019-8-20,94262,,True,girl groups
853,Nondeterministic Bankruptcy,2013-6-26,2213,Greasy,True,boy groups
854,Sour Title,2014-10-12,1971,Stone,True,boy groups
855,Patch Aquamarine,2012-11-16,11082,,True,boy groups
856,Director Mild,2020-12-27,94581,,True,boy groups
857,Callous Step,2023-10-17,54570,,True,boy groups
858,Advanced Configuration,2013-8-9,85654,,True,girl groups
859,Light Volume,2020-5-10,24986,,True,girl groups
860,Average Quadtree,2010-2-18,22456,,True,boy groups
861,Alternate Latency,2015-7-24,75563,,True,girl groups
862,Resultant Hour,2019-4-2,66378,Extremal,True,boy groups
863,Molten Digital,2011-5-10,12378,,True,boy groups
864,Livid Copy,2011-4-20,10800,,True,boy groups
865,Scalding Cosine,2017-2-4,16072,,True,girl groups
866,Cocoa Progressive,2020-10-23,31357,Binary,False,girl groups
867,Coherent Withdrawal,2022-5-21,93122,Concrete,True,boy groups
868,Channel Staff,2011-3-17,3794,Ascent,True,girl groups
869,Anion Coplanar,2013-3-19,75781,,True,girl groups
870,Limit Descriptive,2016-12-4,81786,Frayed,True,boy groups
871,Wall Salty,2014-9-22,96334,Coincident,True,girl groups
872,Shabby Cowboy,2016-9-22,73935,,True,girl groups
873,Hoagie Crabby,2023-10-22,17347,,False,girl groups
874,Material Visible,2023-3-25,69037,,True,boy groups
875,Intractable Barrage,2010-6-26,33474,,True,girl groups
876,Amicable Formula,2010-3-7,54499,,True,boy groups
877,Suitcase Ragged,2016-3-3,74166,Burgundy,True,boy groups
878,Minimum Liquor,2015-4-10,12730,Blue,True,boy groups
879,Bent Barrier,2014-12-25,90471,Nuclear,True,girl groups
880,Bitter Originator,2017-8-18,75877,Direct,True,girl groups
881,Shares Mode,2010-10-23,28484,Simple,True,girl groups
882,Hoary Request,2010-1-7,52800,Angry,True,girl groups
883,Buttery Circuit,2017-4-3,21440,Nice,True,boy groups
884,Fresh Coach,2016-11-10,99294,Regional,True,boy groups
885,Support Every,2018-2-18,54858,Binary,True,girl groups
886,Banylus Dyadic,2012-11-21,9571,Planar,True,girl groups
887,Synchronic Land,2013-1-2,66951,Friendly,True,girl groups
888,Amicable Coastie,2012-7-1,56516,,True,girl groups
889,Percussion Oriented,2017-5-7,91913,Warm,True,boy groups
890,Leverage Marinated,2017-2-13,83458,,True,girl groups
891,Cliche Polite,2011-1-2,52504,Meek,True,girl groups
892,Foreclosure Dry,2020-4-15,46486,Heather,True,boy groups
893,Long Pasta,2013-1-3,37100,,True,boy groups
894,Flow Equilateral,2018-4-21,80470,,True,boy groups
895,Taxonomic Fossil,2017-8-28,11865,,True,boy groups
896,Worried String,2020-8-24,63746,,True,boy groups
897,Recent Gymnast,2018-11-9,14653,,True,boy groups
898,Acid Corporate,2021-2-18,8261,,True,boy groups
899,Wrap Average,2014-9-28,34755,Regional,True,boy groups
900,Magazine Lively,2020-12-26,41367,,True,boy groups
901,Faded Interface,2023-4-21,47772,,True,girl groups
902,Level Cricket,2018-3-14,11790,,True,girl groups
903,Coriander Mild,2011-11-29,16786,Graceful,True,girl groups
904,Tincan Cold,2023-10-17,39605,,True,boy groups
905,Proud Wattage,2021-9-21,11784,Intense,True,boy groups
906,Prism Mild,2020-9-13,49744,,True,boy groups
907,Meek Stem,2021-6-1,41529,,True,boy groups
908,Soul Vertical,2022-10-20,83721,,False,girl groups
909,Submodule Knurled,2020-11-25,7577,,True,girl groups
910,Golf Exhaustive,2014-12-3,79705,Brave,True,boy groups
911,Complex Reservoir,2016-9-11,96719,Claret,False,boy groups
912,Shy Energy,2011-5-5,12460,Worried,True,girl groups
913,Echo Wide,2011-8-5,17205,Local,False,boy groups
914,Bowl Impulsive,2021-2-17,58498,Cruel,True,girl groups
