id,name,headquarter,country_id,founded_year
51239,Presto Varnish,Stockholm,169,2011
51240,Briny Fender,Seoul,91,2021
51241,Tender Post,La Paz,21,2022
51242,Globe Simple,Vilnius,101,2018
51243,Bipartite Reveal,Rome,83,2007
51244,Maximum Theme,Nassau,12,2005
51245,Inventive Cinema,Kigali,145,2014
51246,Closed Mindshare,Asmara,56,2003
51247,Altitude Burning,Kuwait City,92,2019
51248,Cloudy Razorbill,Ouagadougou,27,2002
51249,Radial Closed,Honiara,160,2015
51250,Either Vehicle,Monrovia,98,2005
51251,Commander Plumb,Kampala,183,2005
51252,Prefix All,Antananarivo,104,2016
51253,Brass Futon,Sao Tome,151,2006
51254,Projection Swarm,Brazzaville,39,2020
51255,All Surround,Freetown,156,2014
51256,Frigid Logic,Bogota,37,2003
51257,Instant Report,Bogota,37,2011
51258,Havarti Staccato,Cairo,53,2016
51259,Bow Miniature,Kuwait City,92,2002
51260,Light Another,Sarajevo,22,2013
51261,Joint Asiago,Buenos Aires,7,2007
51262,Impulse Young,Kuala Lumpur,106,2016
51263,Fuchsia Quarter,Lome,176,2004
51264,Hard Beagle,Niamey,128,2015
51265,Antiquity Collinear,San Jose,41,2021
51266,Pun Coffee,Guatemala City,69,2023
51267,Artifact Dense,Thimphu,20,2016
51268,Brave Lagoon,Panama City,135,2023
51269,Exact Offense,Vaduz,100,2005
51270,All Chicken,San Marino,150,2012
51271,Paper Retriever,Sao Tome,151,2009
51272,Urbane Chicken,Minsk,16,2017
51273,Husky Congruent,Sofia,26,2000
51274,Base Accepting,Caracas,192,2022
51275,Raw Layer,Bishkek,93,2016
51276,Code Covering,Bridgetown,15,2006
51277,Extended Taxi,Belgrade,154,2007
51278,Level Tall,Asmara,56,2004
51279,Passport Yellow,Kuala Lumpur,106,2017
51280,Truck Sticky,Moroni,38,2004
51281,Shot Plastic,Saint John’s,6,2003
51282,Bounce Strong,Yerevan,8,2000
51283,Region Flat,Nay Pyi Taw,121,2022
51284,Piccolo Solid,Tbilisi,64,2003
51285,Coral Plum,Phnom Penh,29,2015
51286,Brave Entree,Freetown,156,2019
51287,Tarragon Human,Manila,139,2018
51288,Forward Hangar,Gaborone,23,2009
51289,Chief Warm,Andorra la Vella,4,2002
51290,Phone Large,Maputo,120,2011
51291,Skillset Simple,Tashkent,189,2015
51292,Scallop Plain,Thimphu,20,2008
51293,Canister Similar,Valletta,109,2003
51294,Metal Cut,Brussels,17,2023
51295,Weapon Isometric,Brazzaville,39,2006
51296,Brutal Cone,Mogadishu,161,2006
51297,Moat Jet,Nassau,12,2019
51298,Sour Color,Palikir,114,2015
51299,Loop Concave,Tokyo,85,2017
51300,Immature River,Suva,59,2000
51301,Nearest Animation,Pyongyang,90,2022
51302,Damaged Twill,Yamoussoukro,42,2018
51303,Open Longshoreman,Bridgetown,15,2016
51304,Cone Intense,Tehran,79,2010
51305,Selfish Geometry,Port-of-Spain,178,2015
51306,Fried Fm,Warsaw,140,2021
51307,Regular Altitude,Kiev,184,2020
51308,Hotel Poached,Doha,142,2006
51309,Information Random,Nassau,12,2004
51310,Auburn Vehicle,Bridgetown,15,2005
51311,Briny Brig,Paramaribo,167,2006
51312,Artifact Gentle,Harare,40,2002
51313,Strait Bronze,Dakar,153,2014
51314,Tetrad Radioactive,Victoria,155,2010
51315,Celeste Amortization,Lome,176,2006
51316,Adjacent Attache,Bratislava,158,2006
51317,Worried Lease,Lilongwe,105,2016
51318,Shoot Champagne,Port-Vila,190,2003
51319,Mall Gilded,Madrid,164,2002
51320,Hook Inverse,Podgorica,118,2002
51321,Horror Lime,Valletta,109,2002
51322,Dingo Approximate,Stockholm,169,2006
51323,Simple Tree,Ramallah,134,2012
51324,Tiger Humble,Damascus,171,2010
51325,Snipe Calm,San Marino,150,2010
51326,Twig Pallid,Sao Tome,151,2002
51327,Cyan Omelette,Kampala,183,2020
51328,Donut Impulsive,Prague,46,2005
51329,Bay Chalky,Ramallah,134,2015
51330,Minivan Finite,Kathmandu,124,2008
51331,Emerald Baggage,Thimphu,20,2006
51332,Archaic Adhesive,Seoul,91,2013
51333,Party Binding,Warsaw,140,2020
51334,Vibration Abstract,Helsinki,60,2021
51335,Wireframe Bland,Washington D.C.,187,2007
51336,Gully Savage,Conakry,70,2012
51337,Citron Interface,Muscat,131,2008
51338,Courtly Italic,Tegucigalpa,74,2003
51339,Fascia Mechanical,Prague,46,2002
51340,Sweet Parent,Brasilia,24,2009
51341,Mute Dowel,Quito,52,2003
51342,Affable Berm,Kuala Lumpur,106,2009
51343,Debug Rigid,Warsaw,140,2021
51344,Nucleus Camel,Tarawa Atoll,89,2000
51345,Greasy Motor,New Delhi,77,2008
51346,Gold Cello,Majuro,110,2004
51347,Relationship Pale,Jakarta,78,2006
51348,Narrow Betta,Montevideo,188,2020
51349,Gingham Tart,Taipei,172,2005
51350,Pole Citric,Hanoi,193,2014
51351,Lens National,Hanoi,193,2019
51352,Water Juicy,Gitega,28,2014
51353,Wave Congruent,Roseau,49,2003
51354,Publicist Radiant,Djibouti,48,2005
51355,Space Quantum,Ljubljana,159,2017
51356,Nest Rigid,Kingston,84,2014
51357,Caramelized Paprika,Windhoek,122,2011
51358,Brilliant Spaniel,Palikir,114,2007
51359,Arena Freezing,Ramallah,134,2009
51360,Broad Pitch,Tegucigalpa,74,2006
51361,Altitude Unsorted,Jakarta,78,2022
51362,Depth Absolute,Addis Ababa,58,2021
51363,Every Observatory,Skopje,103,2000
51364,Solvent Heartless,Santiago,35,2005
51365,Fort Slim,Antananarivo,104,2016
51366,Use Rainy,N’Djamena,34,2009
51367,Reservoir Factorial,Maseru,97,2010
51368,Board Nervous,Port Moresby ,136,2007
51369,Bitter Dill,Ashgabat,181,2021
51370,Bright Inference,Praia,32,2004
51371,Batch Purple,Georgetown,72,2001
51372,Participant Citric,Paramaribo,167,2016
51373,Slur Mild,Nicosia,45,2018
51374,Vain Ranch,Bishkek,93,2011
51375,Booming Domain,Moscow,144,2008
51376,Marinated Gingham,Kiev,184,2016
51377,Diver Complicated,Gaborone,23,2002
51378,Optical Glide,Santiago,35,2021
51379,Emerald Polytope,Tbilisi,64,2010
51380,Ascent Height,Tirane,2,2006
51381,Crispy Gorgonzola,Sofia,26,2004
51382,Radian Electrical,Washington D.C.,187,2000
51383,Buoyant Pelican,Montevideo,188,2016
51384,Scared Gothic,Nuku’alofa,177,2006
51385,Uniform Rise,Andorra la Vella,4,2020
51386,Nondeterministic Alignment,Tripoli,99,2018
51387,Weathered Sectional,Yamoussoukro,42,2003
51388,Happy Scarfing,Kiev,184,2009
51389,Icy Trigger,Bissau,71,2013
51390,Bright Monoid,Skopje,103,2009
51391,Dominant Acoustic,Vaduz,100,2013
51392,Emmentaler Cold,Copenhagen,47,2023
51393,Tan Hertz,Berne,170,2002
51394,Bend Curious,Port Louis,112,2004
51395,Conduit Brown,Hanoi,193,2020
51396,Livid Lens,Bangkok,175,2000
51397,Bogey Hasty,Port-of-Spain,178,2002
51398,Coplanar Monument,Bratislava,158,2004
51399,Plaster Massive,Nur Sultan,87,2003
51400,Generative Beans,Rabat,119,2011
51401,Metallic Treble,Bandar Seri Begawan,25,2009
51402,Barracuda Diagonal,Montevideo,188,2014
51403,Parallax Novel,Amsterdam,125,2003
51404,Test Acoustic,Luxembourg,102,2014
51405,Greedy Fen,Bogota,37,2016
51406,Mesh Wide,Bucharest,143,2014
51407,Rent Silent,Podgorica,118,2015
51408,Clean Duffel,Pyongyang,90,2001
51409,Careful Property,Port Louis,112,2005
51410,Image Upbeat,Ashgabat,181,2012
51411,Brave Program,Beijing,36,2002
51412,Cheerful Queue,Gaborone,23,2010
51413,Mirror Chestnut,Maseru,97,2001
51414,Denotation Bone,La Paz,21,2002
51415,Pagoda Pizzicato,Port-au-Prince,73,2006
51416,Brute Force,Yerevan,8,2019
51417,Careful Bronze,Zagreb,43,2004
51418,Round Sauce,Podgorica,118,2008
51419,Nut Laminated,Tirane,2,2002
51420,Cream Miniature,Harare,40,2007
51421,Small Locus,Kigali,145,2001
51422,Output Sticky,Dhaka,14,2008
51423,Arch Senile,Belgrade,154,2003
51424,Atmosphere Sunny,Doha,142,2010
51425,Gouda Relative,Niamey,128,2010
51426,Central Board,Chisinau,115,2022
51427,Crunchy Em,Majuro,110,2023
51428,Accepting Scope,Podgorica,118,2011
51429,Binary Wire,Sri Jayewardenepura Kotte,165,2004
51430,Riesling Grim,Tbilisi,64,2018
51431,Persistent Chardonnay,Copenhagen,47,2018
51432,Arctic Artifact,Caracas,192,2016
51433,Date Fermented,Khartoum,166,2014
51434,Cellulose Tough,Dushanbe,173,2008
51435,Tall Mode,Suva,59,2015
51436,Round Inventive,Nicosia,45,2006
51437,Saucy Flour,Ljubljana,159,2005
51438,Human Curb,Ashgabat,181,2022
51439,Graceful Haiku,Yaounde,30,2021
51440,Binding Redshift,Bandar Seri Begawan,25,2019
51441,Complex Cylinder,Kigali,145,2022
51442,Rent Smoggy,Lisbon,141,2018
51443,Frozen Cork,Athens,67,2004
51444,Active Gatekeeper,Beirut,96,2017
51445,Skin Easy,Georgetown,72,2014
51446,Oasis Plumb,Tirane,2,2008
51447,Figurative Scab,Tunis,179,2022
51448,Blocking Reef,Juba,163,2009
51449,River Inclusive,Tehran,79,2005
51450,Freezing Banquette,Ouagadougou,27,2012
51451,Brown Goat,Minsk,16,2019
51452,Liquidation Tender,Tegucigalpa,74,2015
51453,Burgundy Asphalt,Windhoek,122,2006
51454,Isochoric Discriminant,Kigali,145,2021
51455,Coherent Chief,Zagreb,43,2013
51456,Parameter Regular,Podgorica,118,2013
51457,Circuit Creamy,Lima,138,2019
51458,Diameter Desert,Bandar Seri Begawan,25,2021
51459,Oasis Immature,Mogadishu,161,2010
51460,Chenille Golden,Yaounde,30,2003
51461,Moist List,Amman,86,2021
51462,Teal Stockade,Melekeok,133,2010
51463,Ascent Node,Manama,13,2013
51464,Feasible Alpha,Baku,11,2016
51465,Origin Zingy,Port-au-Prince,73,2002
51466,Annuity Chocolaty,Ljubljana,159,2005
51467,Average Heat,Prague,46,2013
51468,Pixel Searing,Brazzaville,39,2002
51469,Store Blistering,Jakarta,78,2014
51470,Patient Circuit,Baku,11,2012
51471,Wicker Subfloor,Manila,139,2006
51472,Capital Oscillating,Tallinn,57,2018
51473,Narrow Magazine,Amsterdam,125,2011
51474,Adagio Column,Moroni,38,2005
51475,Absorption Fancy,Bandar Seri Begawan,25,2000
51476,Longitude Searing,Dublin,81,2016
51477,Tense Swimmer,Maputo,120,2019
51478,Orphan Warm,Antananarivo,104,2012
51479,Quick Brandy,Seoul,91,2000
51480,Tincan Plumb,Maseru,97,2010
51481,Sweet Piano,Vaduz,100,2018
51482,Foley Creative,Baghdad,80,2023
51483,Bridge Lower,Castries,147,2021
51484,Polite Crest,Dodoma,174,2003
51485,Lenient Point,Manila,139,2020
51486,Text Flush,Majuro,110,2003
51487,Amplitude Blocking,Chisinau,115,2021
51488,Keyword Sad,Thimphu,20,2009
51489,Equidistant Drawer,Honiara,160,2007
51490,En Respectful,Berne,170,2004
51491,Parallel Ginger,Lusaka,195,2004
51492,Coped Model,Paris,61,2012
51493,Vicious Gradient,Berlin,65,2003
51494,Eel Faded,Asuncion,137,2003
51495,Terminal Chewy,Copenhagen,47,2015
51496,Blocking Space,Tripoli,99,2012
51497,Greasy Latitude,Kingston,84,2011
51498,Right Navy,Melekeok,133,2020
51499,Bazaar Calm,Windhoek,122,2005
51500,Spot Descent,Rome,83,2008
51501,Annoying Bobtail,Funafuti province,182,2001
51502,Burning Container,Brussels,17,2004
51503,Dope Crispy,Kuwait City,92,2000
51504,Honey Chunky,Cape Town,162,2001
51505,Oblique Rent,Kigali,145,2013
51506,Creamy Store,Tirane,2,2013
51507,Antagonist Brownian,Baku,11,2019
51508,Type Slow,Sanaa,194,2001
51509,Band Golden,Gitega,28,2015
51510,Relative Margin,Vatican City,191,2011
51511,Relative Shader,Cairo,53,2007
51512,Snowy Analogy,Kathmandu,124,2020
51513,Snowy Slope,San Marino,150,2020
51514,Pot Scared,Luxembourg,102,2012
51515,Run Inscribed,Kigali,145,2005
51516,Tube Coped,Budapest,75,2015
51517,Canity Fast,Pyongyang,90,2019
51518,Isochoric Electrolysis,Panama City,135,2009
51519,Sheet Complete,Beirut,96,2004
51520,Color White,Chisinau,115,2004
51521,Interval Glossy,Asmara,56,2019
51522,Deterministic Supervisor,Phnom Penh,29,2003
51523,Compression Parallel,Havana,44,2000
51524,Level Library,Tarawa Atoll,89,2003
51525,Blended Voile,Roseau,49,2002
51526,Cyan Helper,Majuro,110,2018
51527,Soy Lenient,Beirut,96,2008
51528,Thumbnail Plain,Hanoi,193,2019
51529,Saucy Molecule,Quito,52,2018
51530,Magenta Poodle,Vienna,10,2014
51531,Gear Searing,Guatemala City,69,2013
51532,Fried Plum,Palikir,114,2008
51533,Staccato Antagonist,Helsinki,60,2018
51534,Canity Acyclic,Male,107,2015
51535,Pan Absolute,Sarajevo,22,2001
51536,Adagio Scale,Athens,67,2009
51537,Database Refined,Nicosia,45,2004
51538,Shabby Skyscraper,Monrovia,98,2010
51539,Distinct Coverage,Mogadishu,161,2015
51540,Weighted Download,Asmara,56,2023
51541,Generative Coffer,Porto-Novo,19,2021
51542,Tonic Excited,Zagreb,43,2014
51543,Livid Zoom,Port Moresby ,136,2016
51544,Plaster Noisy,Belgrade,154,2006
51545,Synchronic Row,Sri Jayewardenepura Kotte,165,2012
51546,Yard Compact,Nouakchott,111,2003
51547,Ohm Ordered,Riyadh,152,2003
51548,Smoggy Color,Warsaw,140,2020
51549,Margarine Light,Yaren District,123,2007
51550,White Rest,Ljubljana,159,2014
51551,Fitness Atomic,Brussels,17,2012
51552,Mile Exponential,Windhoek,122,2016
51553,Online Bond,Nairobi,88,2002
51554,Fader Plain,Tegucigalpa,74,2018
51555,Vicious Light,New Delhi,77,2017
51556,Puffin Rectilinear,Beirut,96,2003
51557,Concrete Relationship,Abuja,129,2001
51558,Joule Beveled,Vatican City,191,2001
51559,Chenille Thick,Nicosia,45,2009
51560,Silo Cyclic,Tarawa Atoll,89,2019
51561,Tense Beans,Tarawa Atoll,89,2021
51562,Text Fast,Jerusalem,82,2004
51563,Alternating Fluid,Berlin,65,2023
51564,Duck Isomorphic,Beijing,36,2002
51565,Extended Papaya,Roseau,49,2022
51566,Type Blaring,Valletta,109,2018
51567,Couple Either,Moroni,38,2010
51568,Muffled List,Bandar Seri Begawan,25,2003
51569,Driver Quick,Georgetown,72,2022
51570,Plugin Bright,Porto-Novo,19,2005
51571,Convolution Quick,Baku,11,2011
51572,Bifocal Energetic,Rome,83,2010
51573,Chest Instant,Tegucigalpa,74,2006
51574,Nuclear Designer,Nur Sultan,87,2013
51575,Retreat Fresh,Hanoi,193,2021
51576,Command Late,Castries,147,2015
51577,Brush Free,Kiev,184,2014
51578,Raid Humongous,Tallinn,57,2013
51579,Sugary Cost,Dhaka,14,2006
51580,Maximum Unit,Dushanbe,173,2007
51581,Bollard Wicker,Sri Jayewardenepura Kotte,165,2011
51582,Fixed Sport,Tashkent,189,2013
51583,Respectful Jog,Rabat,119,2008
51584,Casket Champagne,Monte Carlo,116,2014
51585,Crest Savory,Nicosia,45,2022
51586,Groove Salmon,Washington D.C.,187,2003
51587,Precision Roaring,Managua,127,2007
51588,Ocean Broad,Roseau,49,2017
51589,Template Calm,Dili,51,2014
51590,Dynamic Interface,Ljubljana,159,2021
51591,Selfish Form,Majuro,110,2006
51592,Log Steamed,Basseterre,146,2010
51593,Persistent Staff,Melekeok,133,2021
51594,Marker Ornery,Khartoum,166,2023
51595,Silver Frame,Andorra la Vella,4,2010
51596,Toast Chewy,Maputo,120,2003
51597,Gourmet Weapon,Valletta,109,2021
51598,Regular Brie,Montevideo,188,2004
51599,Vibrato Nearest,Quito,52,2019
51600,Interior Sardine,Monte Carlo,116,2003
51601,Yummy Fleece,Santiago,35,2002
51602,Scale Inverse,Port-of-Spain,178,2016
51603,Energy Ash,San Salvador,54,2001
51604,Exhaustive Syntax,Montevideo,188,2022
51605,Marinated Canon,Khartoum,166,2020
51606,Kind Lumber,N’Djamena,34,2010
51607,Vibrato Meridian,Asuncion,137,2004
51608,Sickbay Leather,Malabo,55,2023
51609,Turmeric Light,Sarajevo,22,2000
51610,Flashed Specialist,Belmopan,18,2004
51611,Gilded Lacquer,Mexico City,113,2020
51612,Raw Snare,Santo Domingo,50,2018
51613,Garage Unsorted,Basseterre,146,2008
51614,Spaniel Cross,Zagreb,43,2000
51615,Bazaar Calm,Tirane,2,2010
51616,Poset Dry,Prague,46,2015
51617,Melody Angry,Niamey,128,2007
51618,Paste Global,Port-of-Spain,178,2009
51619,Agreement Teal,Kuwait City,92,2021
51620,Shiny Moleskin,Montevideo,188,2007
51621,Iceberg Mean,Baku,11,2002
51622,Mousse Juvenile,Managua,127,2020
51623,Dove Coped,Basseterre,146,2007
51624,Matching Diagonal,Asuncion,137,2011
51625,Mousse Muffled,Mbabane,168,2018
51626,Digital Furious,Buenos Aires,7,2011
51627,Rapid Airway,Conakry,70,2010
51628,Reader Resolving,Port-of-Spain,178,2011
51629,Threadbare Teapot,Port-au-Prince,73,2011
51630,Guava Juicy,Taipei,172,2019
51631,Triplex Hard,Sanaa,194,2014
51632,Nosing Tall,Kingstown ,148,2022
51633,Connected Hull,San Marino,150,2015
51634,Atomic Subscriber,Riyadh,152,2006
51635,Collinear Font,Harare,40,2003
51636,External Petrel,Lima,138,2004
51637,Bandit Corporate,Port Louis,112,2008
51638,Stool Tomato,Phnom Penh,29,2007
51639,Climax Meek,Victoria,155,2022
51640,Chunky Marble,Niamey,128,2013
51641,Ketchup Taxonomic,Dodoma,174,2011
51642,Free Himalayan,Roseau,49,2009
51643,Bar Mild,Abuja,129,2000
51644,Nervous Manager,Dakar,153,2021
51645,Wan Architect,Kigali,145,2019
51646,Many Watt,Bangui,33,2000
51647,Chalky Appraisal,Kingstown ,148,2019
51648,Reader Asymptotic,Podgorica,118,2010
51649,Idea Coal,Berne,170,2018
51650,Wasabi Flat,Kuala Lumpur,106,2015
51651,Velocity Isothermal,Vatican City,191,2009
51652,Sortie Level,San Jose,41,2013
51653,League Polite,Kabul,1,2015
51654,Flag Exothermic,Madrid,164,2020
51655,Joint Every,Washington D.C.,187,2006
51656,Peninsula Stringy,San Marino,150,2006
51657,Isomorphic Velour,Banjul,63,2006
51658,Front Radioactive,Male,107,2009
51659,Many Pixel,Tunis,179,2000
51660,Stew Archaic,Vienna,10,2004
51661,Plate Deterministic,Tegucigalpa,74,2008
51662,Axis Golden,Sofia,26,2010
51663,Warm Truss,Sri Jayewardenepura Kotte,165,2006
51664,Roadway Wide,Conakry,70,2000
51665,Sedan Tangy,Monte Carlo,116,2014
51666,Avocado Cupola,Lome,176,2021
51667,Helo Glowing,Male,107,2017
51668,Ornery Pineapple,Juba,163,2000
51669,Amiable Web,Conakry,70,2005
51670,Pale Fugue,Baku,11,2021
51671,Landform Blocking,Vaduz,100,2001
51672,Freezing Dope,Dushanbe,173,2023
51673,Brutal Penguin,Cairo,53,2015
51674,Flashed Aqueduct,Bangkok,175,2000
51675,Class Antique,Singapore,157,2007
51676,Coulomb Polite,Ottawa,31,2018
51677,Coot Symmetric,Lima,138,2011
51678,Dividend Steamed,Abuja,129,2012
51679,Fixed Roll,Banjul,63,2007
51680,App Heather,Luxembourg,102,2011
51681,Woolen Trout,Brazzaville,39,2018
51682,Sync Small,Nay Pyi Taw,121,2016
51683,Thick Ramp,Guatemala City,69,2020
51684,Intense Taco,Warsaw,140,2019
51685,Mean Afraid,Port-of-Spain,178,2021
51686,Generous Event,Libreville,62,2021
51687,Future Henry,Yamoussoukro,42,2001
51688,Daring Corgie,Tripoli,99,2008
51689,Lot Asymptotic,Nicosia,45,2013
51690,Average Dart,Vatican City,191,2010
51691,Tarragon Nimble,Amman,86,2023
51692,Active Indent,Santo Domingo,50,2011
51693,Tender Segno,Freetown,156,2023
51694,Printer Snowy,Nicosia,45,2011
51695,Polite Lacrosse,Manila,139,2014
51696,Lodge Excited,Yaren District,123,2023
51697,Delta Regional,Cape Town,162,2008
51698,Gentle Station,Mbabane,168,2000
51699,Quadratic Console,Brasilia,24,2017
51700,Dynamic Muenster,Managua,127,2013
51701,Skinny Datum,Belgrade,154,2008
51702,Inscribed Glass,Sao Tome,151,2014
51703,Approximate Rubble,Oslo,130,2010
51704,Minty Node,Sanaa,194,2005
51705,Instructor Blocking,Zagreb,43,2022
51706,Miniature Pepato,Amsterdam,125,2010
51707,Tangy Yeast,Riyadh,152,2002
51708,Cobalt Pond,Suva,59,2021
51709,Revolver Vicious,Dublin,81,2014
51710,Strait Potential,Mexico City,113,2008
51711,Polygon Humongous,Prague,46,2001
51712,Convex Easement,Prague,46,2014
51713,Motel Random,Tarawa Atoll,89,2007
51714,Sanding Friendly,Tallinn,57,2013
51715,Degree Few,Copenhagen,47,2017
51716,Joint Ternary,Ulaanbaatar,117,2014
51717,Elegant Tail,Paris,61,2008
51718,Trusting Lake,Abu Dhabi,185,2022
51719,Kind Ambiance,Sarajevo,22,2012
51720,Estimator Global,Funafuti province,182,2020
51721,Adiabatic Pole,Vientiane,94,2020
51722,Irregular Hall,Tallinn,57,2015
51723,Period Angry,Male,107,2018
51724,Feldspar Diffusion,Paramaribo,167,2021
51725,Obvious Hint,Tegucigalpa,74,2017
51726,Juicy Bronze,Manama,13,2002
51727,Hostel Tattered,Havana,44,2003
51728,Finite Lot,Bogota,37,2019
51729,Band Exact,Hanoi,193,2013
51730,Spicy Pique,Santiago,35,2008
51731,Texture Sunny,Monte Carlo,116,2015
51732,Driver Investor,Mexico City,113,2002
51733,Slalom Molten,Bridgetown,15,2017
51734,Water Mint,London,186,2000
51735,Central Debt,Lome,176,2010
51736,Advanced Betta,Vilnius,101,2006
51737,Skipper Broad,Tokyo,85,2017
51738,Tender Girder,Brussels,17,2000
51739,Zingy Subfloor,Palikir,114,2016
51740,Golden Jackal,Port Moresby ,136,2014
51741,Regular Pier,Nicosia,45,2012
51742,Excited Coopetition,Thimphu,20,2009
51743,Ebony Antiquity,Cairo,53,2020
51744,Delay Noisy,Khartoum,166,2010
51745,Plane Gentle,Port Moresby ,136,2009
51746,Oscillating Center,Bissau,71,2021
51747,Subfloor Many,Amsterdam,125,2019
51748,Each Denim,Tashkent,189,2015
51749,Exhaustive Mead,Managua,127,2002
51750,Barrier Legato,Dushanbe,173,2006
51751,Score Chocolaty,Brussels,17,2013
51752,Resistivity Spicy,Ramallah,134,2001
51753,Bamboo Wide,Bridgetown,15,2018
51754,Alphabet Rigid,Dushanbe,173,2015
51755,Blaring Lifer,Windhoek,122,2013
51756,Easy Point,N’Djamena,34,2002
51757,Boxer Tranquil,Sri Jayewardenepura Kotte,165,2007
