id,name,headquarter,country_id,founded_year
76231,Helo Equilateral,Panama City,135,2000
76232,Marsh Searing,Wellington,126,2016
76233,Copper Corporate,Wellington,126,2004
76234,Slim Hint,Rabat,119,2000
76235,Copy Exact,Phnom Penh,29,2017
76236,Feasible Balustrade,Porto-Novo,19,2022
76237,Average Hoagie,Buenos Aires,7,2016
76238,Queue Covering,Belmopan,18,2009
76239,Scotch Nutritious,Niamey,128,2006
76240,Ripe Search,Jakarta,78,2023
76241,Toucan Rigid,Phnom Penh,29,2022
76242,Turret Warm,Luanda,5,2009
76243,Insulated Hot,Porto-Novo,19,2003
76244,Balustrade Metal,Bucharest,143,2015
76245,Upstream Freezing,Helsinki,60,2008
76246,Instant Castle,Accra,66,2008
76247,Snare Heartless,Kigali,145,2020
76248,Messy Process,Ramallah,134,2007
76249,Mean Pot,Gaborone,23,2004
76250,Green Octree,Tokyo,85,2014
76251,Wall Tart,Victoria,155,2009
76252,Subscriber Silent,Beirut,96,2019
76253,Marble Excited,Malabo,55,2007
76254,Stubborn Shift,Singapore,157,2007
76255,Visible Jumper,Santiago,35,2018
76256,Glad Lacquer,Tarawa Atoll,89,2006
76257,Cerulean String,Sanaa,194,2008
76258,Brave Creative,Paramaribo,167,2018
76259,Hushed Garden,Tashkent,189,2008
76260,Free Hadron,Tashkent,189,2001
76261,Trie Narrow,Skopje,103,2016
76262,Router Humid,Pyongyang,90,2022
76263,Arctic Mallet,Nairobi,88,2008
76264,Seat Short,Freetown,156,2005
76265,Chocolaty Mass,Ulaanbaatar,117,2001
76266,Ideation Sleek,Accra,66,2004
76267,Stack Unproductive,Luanda,5,2008
76268,Frequency Boolean,Nuku’alofa,177,2000
76269,Lazy Sideboard,Lilongwe,105,2020
76270,Optimal Hearth,Belmopan,18,2003
76271,Function Intense,Port-of-Spain,178,2022
76272,Moist Boilerplate,Libreville,62,2021
76273,Spicy Relationship,Guatemala City,69,2013
76274,Generative Father,Luxembourg,102,2010
76275,Agent Extremal,Port Moresby ,136,2001
76276,Grenade Internal,Bangui,33,2012
76277,Complex Executive,Thimphu,20,2004
76278,Vertical Function,Malabo,55,2007
76279,Omelette Cautious,Port-au-Prince,73,2007
76280,Waterfall Collinear,Washington D.C.,187,2019
76281,Glass Nut,Port Louis,112,2020
76282,Manifold Pointed,Thimphu,20,2020
76283,Rhombus Several,Andorra la Vella,4,2003
76284,Nearest Canary,Port-au-Prince,73,2015
76285,Beaker Obnoxious,Tunis,179,2020
76286,Balanced Van,Damascus,171,2018
76287,Perimeter Heather,Tbilisi,64,2018
76288,Radial Walk,Brazzaville,39,2022
76289,Aquamarine Upstream,Tallinn,57,2021
76290,Vibrant Root,Madrid,164,2002
76291,Prism Espressivo,Podgorica,118,2008
76292,Grilled Vinegar,Bishkek,93,2004
76293,Radian Savory,Bandar Seri Begawan,25,2021
76294,Archive Right,Nouakchott,111,2023
76295,Poset Succulent,Kigali,145,2013
76296,Median Sea,Copenhagen,47,2000
76297,Upbeat Flannel,Vienna,10,2002
76298,Plain Electron,Port-Vila,190,2009
76299,Pan Tranquil,Gitega,28,2007
76300,Faint Chart,Bamako,108,2021
76301,Generator Broad,Vaduz,100,2016
76302,Cloudy Class,Santiago,35,2014
76303,Fusion Unsolvable,Bandar Seri Begawan,25,2006
76304,Cyclic Pasta,Panama City,135,2010
76305,Sad Caribou,Wellington,126,2000
76306,Cream Rapids,Georgetown,72,2005
76307,Cold Land,Doha,142,2022
76308,Icy Coyote,Vatican City,191,2010
76309,Briny Square,Reykjavik,76,2002
76310,Jellied Instrument,Castries,147,2015
76311,Pass Mild,Lima,138,2010
76312,Group Interior,Suva,59,2008
76313,Muted Coordinate,Helsinki,60,2016
76314,Succulent Peak,Luxembourg,102,2005
76315,Dense Mythology,Funafuti province,182,2015
76316,Old Cork,Asmara,56,2012
76317,Mud Prompt,Port Louis,112,2005
76318,Hot Heron,Guatemala City,69,2019
76319,Luggage Soluble,Washington D.C.,187,2005
76320,Opacity Narrow,Dakar,153,2019
76321,Adjacent Motif,Baghdad,80,2023
76322,Compact Planner,Malabo,55,2016
76323,Vector Khaki,Buenos Aires,7,2002
76324,Spicy Pair,Basseterre,146,2022
76325,Chest Spicy,Porto-Novo,19,2021
76326,Hour Bent,Guatemala City,69,2010
76327,Snow Birth,Lusaka,195,2000
76328,Inlet Feldspar,Andorra la Vella,4,2013
76329,Python Easy,Freetown,156,2011
76330,Glad Mesh,Tegucigalpa,74,2014
76331,Pointer Huge,Victoria,155,2014
76332,Stadium Genteel,Port-au-Prince,73,2003
76333,Type Concave,Paris,61,2000
76334,Factorial Neutron,Sarajevo,22,2015
76335,Coupe Blaring,Sofia,26,2011
76336,Speaker Lower,Jakarta,78,2007
76337,Mad Longitude,Tehran,79,2012
76338,Set Quiet,Ljubljana,159,2004
76339,Flight Crabby,Kampala,183,2010
76340,Grizzled Burrito,Nouakchott,111,2015
76341,Future Proton,Amsterdam,125,2019
76342,Volume Bronze,Male,107,2000
76343,Steamed Rent,Mogadishu,161,2011
76344,Algorithm Soluble,Podgorica,118,2010
76345,Soft Myth,Majuro,110,2022
76346,Isometric Cone,Libreville,62,2023
76347,Duplet Lazy,Vienna,10,2018
76348,Palisade Serious,Niamey,128,2018
76349,Tense Rundown,Yaounde,30,2020
76350,Zesty Platinum,Kuwait City,92,2001
76351,Colby Teal,Thimphu,20,2006
76352,Club Dynamic,Oslo,130,2010
76353,Greasy Number,Ulaanbaatar,117,2022
76354,Vault Commutative,Dushanbe,173,2021
76355,Rust Vault,Ashgabat,181,2006
76356,Glossy Flask,Dushanbe,173,2021
76357,Internal Turpentine,Bangui,33,2023
76358,Afraid Longhair,Amman,86,2020
76359,Fresh Admin,Apia,149,2002
76360,Concrete Concept,Nicosia,45,2015
76361,Plain Variable,Kampala,183,2004
76362,Balcony Largo,N’Djamena,34,2022
76363,Plate Slow,Georgetown,72,2001
76364,Energy Eager,Bandar Seri Begawan,25,2006
76365,Acre Another,Banjul,63,2019
76366,Channel Average,Addis Ababa,58,2016
76367,Country Amiable,Kabul,1,2012
76368,Transform Damp,Copenhagen,47,2004
76369,Charcoal Skirmish,Moroni,38,2016
76370,Iron Reef,Valletta,109,2021
76371,Freezing String,Gaborone,23,2009
76372,Midi Fermented,Jakarta,78,2017
76373,Simple Clef,Yamoussoukro,42,2004
76374,Coupe Pink,Apia,149,2006
76375,Marsanne Calm,Wellington,126,2014
76376,Option Either,Reykjavik,76,2016
76377,Miter Khaki,Kingstown ,148,2000
76378,Giant Pastry,Yaounde,30,2005
76379,Greasy Yogurt,Bissau,71,2006
76380,Alfalfa Kinetic,Dakar,153,2010
76381,Chamfer Chewy,Funafuti province,182,2006
76382,Baked Sequence,Tashkent,189,2016
76383,Azure Urn,Lome,176,2011
76384,Dichotomic Referee,Tegucigalpa,74,2004
76385,Macaw Muffled,New Delhi,77,2008
76386,Product Wicker,Vienna,10,2006
76387,Broad Clutch,Cairo,53,2010
76388,Overcast Poltergeist,Kuala Lumpur,106,2014
76389,Raw Proton,Nouakchott,111,2019
76390,Wake Proud,Tallinn,57,2002
76391,Monoid Icy,Valletta,109,2004
76392,Spicy Lepton,Warsaw,140,2002
76393,Caramelized Template,Windhoek,122,2002
76394,Antique Fig,Harare,40,2005
76395,Glowing Eel,Seoul,91,2016
76396,Network Tall,Sarajevo,22,2019
76397,Hockey Acidic,Podgorica,118,2007
76398,Deliverable Honest,Kuwait City,92,2023
76399,Isometric Bilge,Chisinau,115,2022
76400,Fat Pediment,Dublin,81,2015
76401,Taper Toasted,Tunis,179,2006
76402,Laminated Cathode,Luanda,5,2020
76403,Nutty Credenza,Vilnius,101,2013
76404,Billboard Hard,New Delhi,77,2013
76405,Crest Similar,Roseau,49,2007
76406,Loop Champagne,Apia,149,2011
76407,Polytope Mature,Ulaanbaatar,117,2011
76408,Independent Teapot,Ottawa,31,2003
76409,Ayu Composite,London,186,2010
76410,Olive Cocoa,Lusaka,195,2015
76411,Swift Swift,Yerevan,8,2013
76412,Burning Monomer,Tbilisi,64,2010
76413,Empanada Clean,Baku,11,2018
76414,Vivid Pica,Valletta,109,2022
76415,Golden Mindshare,Kathmandu,124,2014
76416,Cod Plumb,Hanoi,193,2004
76417,Pug Vertical,Bandar Seri Begawan,25,2014
76418,Graph Windy,Oslo,130,2020
76419,Kind Exit,Santiago,35,2004
76420,Figurative Vocal,London,186,2003
76421,Pale Albatross,San Marino,150,2001
76422,Vain Shoot,Madrid,164,2014
76423,Speaker Overcast,Djibouti,48,2013
76424,Teal Relation,San Marino,150,2008
76425,Wavelength Searing,Sri Jayewardenepura Kotte,165,2004
76426,Salty Helmet,Dublin,81,2011
76427,Grizzled Head,Tarawa Atoll,89,2014
76428,Fresh Jack,Abu Dhabi,185,2017
76429,Row Timid,Hanoi,193,2003
76430,Duration Chilly,Chisinau,115,2018
76431,Silver Direct,Guatemala City,69,2021
76432,Nuclear Ancestor,Asmara,56,2008
76433,Bow Fixed,Dodoma,174,2008
76434,Symmetry Exothermic,Bucharest,143,2003
76435,Magenta Pole,Pyongyang,90,2011
76436,Razorbill Avocado,Kigali,145,2021
76437,Director Wary,Roseau,49,2007
76438,Shy Discount,Monrovia,98,2018
76439,Staff Burrito,Freetown,156,2005
76440,Tower Flat,Beirut,96,2014
76441,Portico Bright,Sri Jayewardenepura Kotte,165,2011
76442,Jingle Lower,Ulaanbaatar,117,2017
76443,Continent Warped,Monte Carlo,116,2019
76444,Gutter Genteel,Santo Domingo,50,2011
76445,Immense Rubble,Ottawa,31,2016
76446,Warp Gentle,Manila,139,2014
76447,Joint Salad,Bangui,33,2009
76448,Anode Weary,Caracas,192,2015
76449,Stable Pigeon,Tripoli,99,2014
76450,Sopapillas All,Budapest,75,2020
76451,Lower Library,Baghdad,80,2016
76452,Gritty Tributary,Copenhagen,47,2014
76453,Reflection Crimson,Kingston,84,2010
76454,Muscat Jellied,Ramallah,134,2021
76455,Filet Crabby,Mbabane,168,2014
76456,Avocet Overcast,Helsinki,60,2002
76457,Canteen Sophisticated,Tegucigalpa,74,2008
76458,Covariance Piercing,Abu Dhabi,185,2003
76459,Lambrusco Vibrato,Managua,127,2000
76460,Messy Block,Port Moresby ,136,2017
76461,Flat Regression,Phnom Penh,29,2001
76462,Spicy Vertex,Djibouti,48,2017
76463,Cosine Golden,Basseterre,146,2007
76464,Weighted Arch,Algiers,3,2016
76465,Edible Log,Porto-Novo,19,2006
76466,Advance Trusting,Jerusalem,82,2009
76467,Straight Sortie,Tunis,179,2006
76468,Dark Sample,Mbabane,168,2007
76469,Lag Chalky,Honiara,160,2006
76470,Moist Git,Wellington,126,2002
76471,Warped Engine,Bangui,33,2014
76472,Entropy Gold,Lima,138,2018
76473,Engineer Orthogonal,Riyadh,152,2002
76474,Bench Candied,Asmara,56,2012
76475,Pureed Hoops,Copenhagen,47,2009
76476,Cloying Pipeline,Tegucigalpa,74,2014
76477,Square Immediate,Mbabane,168,2014
76478,Cask Giant,Nassau,12,2002
76479,Microphone Brownian,Pyongyang,90,2011
76480,Slim Distance,Buenos Aires,7,2011
76481,Iron Ellipsis,Wellington,126,2013
76482,Border Cyclic,Antananarivo,104,2023
76483,Scuba Minimum,Yamoussoukro,42,2000
76484,Keyword Clean,Doha,142,2006
76485,Collinear Cloverleaf,Andorra la Vella,4,2004
76486,Heater Energetic,Libreville,62,2009
76487,Lyrics Delicious,Khartoum,166,2000
76488,Acyclic Midpoint,Baghdad,80,2001
76489,Round Sleeper,Phnom Penh,29,2022
76490,Frosty Quay,Tegucigalpa,74,2023
76491,Circle Sticky,Port-of-Spain,178,2007
76492,Feldspar Horizon,Minsk,16,2006
76493,Chamfered Glove,Accra,66,2009
76494,Model Express,Warsaw,140,2012
76495,Quadratic Pier,Havana,44,2003
76496,Genteel Expense,Tbilisi,64,2008
76497,Sea Celeste,Andorra la Vella,4,2017
76498,Brig Fixed,Santo Domingo,50,2020
76499,Witty Castle,Lilongwe,105,2004
76500,Parsley Level,Athens,67,2018
76501,Oily Initiative,Vaduz,100,2021
76502,Electrical Coverage,Ramallah,134,2005
76503,Glad Function,Monrovia,98,2007
76504,Inventive Feed,Yerevan,8,2017
76505,Shrine Isobaric,Guatemala City,69,2017
76506,Best Geometry,Saint John’s,6,2014
76507,Meat Magenta,Beijing,36,2015
76508,Frequency Ebony,Tarawa Atoll,89,2018
76509,Commutative Vodka,Manila,139,2023
76510,Facade Legato,Manila,139,2019
76511,Dark Market,Lisbon,141,2002
76512,Pier Central,Honiara,160,2007
76513,New String,Libreville,62,2021
76514,Brownian Arena,Sanaa,194,2014
76515,Internal Riesling,Nuku’alofa,177,2007
76516,Ostrich Recent,Tunis,179,2012
76517,Exothermic Patch,Zagreb,43,2007
76518,Query Charcoal,Niamey,128,2005
76519,Longhair Candied,Madrid,164,2013
76520,Oily Taxi,Castries,147,2015
76521,Sour Skin,Khartoum,166,2008
76522,Brass Pumice,Conakry,70,2011
76523,Booming Withdrawal,Panama City,135,2023
76524,Buttery Canon,Khartoum,166,2005
76525,Motor Active,Beijing,36,2018
76526,Radiant Segment,Saint George’s,68,2013
76527,Forward Nucleus,Kingston,84,2003
76528,Few Version,Windhoek,122,2013
76529,Deck Cheerful,Luanda,5,2004
76530,Bright Cinnamon,Jerusalem,82,2019
76531,Minor Each,Paramaribo,167,2015
76532,Rise Jellied,Tehran,79,2020
76533,Vodka Every,New Delhi,77,2010
76534,Immature Argument,Asuncion,137,2008
76535,Banylus Simple,Abuja,129,2018
76536,Basic Motel,Port Moresby ,136,2002
76537,Burl Frozen,Sri Jayewardenepura Kotte,165,2001
76538,Satchel Resultant,Rabat,119,2018
76539,Canal Silly,Accra,66,2016
76540,Humongous Zinfandel,Tallinn,57,2004
76541,Synchronic Croissant,Nassau,12,2001
76542,Garden Prompt,Niamey,128,2018
76543,Stack Flat,Moscow,144,2000
76544,Other Mantel,Basseterre,146,2012
76545,Complement Unproductive,Palikir,114,2000
76546,Ticket Generous,Kathmandu,124,2002
76547,Dry Log,Tirane,2,2012
76548,Slim Briefcase,Malabo,55,2011
76549,Crimson Narrows,Berne,170,2002
76550,Leather Sync,Berne,170,2013
76551,Woolen Anthology,Tokyo,85,2016
76552,Interior Bagel,Beirut,96,2013
76553,Client Nutritious,Port Moresby ,136,2010
76554,Crunchy Azimuth,Athens,67,2010
76555,Orange Commission,Tripoli,99,2012
76556,Accuracy Ragged,Tokyo,85,2002
76557,Solid Value,Bucharest,143,2015
76558,Proper Grip,Abuja,129,2003
76559,Cactus Snowy,Praia,32,2014
76560,Weathered Limestone,Canberra,9,2004
76561,Patio Libretto,Nassau,12,2020
76562,Engine Tender,Berlin,65,2022
76563,Inscribed Loop,San Salvador,54,2020
76564,Sledder Amber,Tehran,79,2011
76565,Ambush Wood,Thimphu,20,2016
76566,Mace Buoyant,Maseru,97,2009
76567,Inference Distinct,Ouagadougou,27,2010
76568,Baked Rake,Pyongyang,90,2003
76569,Libretto Coconut,Port-of-Spain,178,2005
76570,Crabby Byline,Warsaw,140,2005
76571,Fixed Horn,Dublin,81,2015
76572,Notation Null,Ljubljana,159,2003
76573,Poky Bone,Dakar,153,2021
76574,Associate Rust,Mbabane,168,2013
76575,Frosty Edging,Accra,66,2000
76576,Boulevard Constant,Cape Town,162,2008
76577,Shim Balanced,Ljubljana,159,2014
76578,Blanc One,Port Louis,112,2015
76579,Steamed Yeast,Maseru,97,2015
76580,Careful Step,Jakarta,78,2001
76581,Synchronic Flank,Nay Pyi Taw,121,2004
76582,Canon Prompt,Port-au-Prince,73,2009
76583,Tap Objective,Funafuti province,182,2008
76584,Mandrill Natural,Kampala,183,2004
76585,Delicious Resonance,Bogota,37,2023
76586,Basic Briefcase,Bogota,37,2013
76587,Lazy Bridge,Bandar Seri Begawan,25,2021
76588,Bakery Wicker,Vaduz,100,2007
76589,Athlete Icy,Asuncion,137,2000
76590,Lodge Easy,Belmopan,18,2006
76591,Global Bias,Honiara,160,2014
76592,Event Stern,Bangkok,175,2021
76593,Ancient Eagle,Palikir,114,2020
76594,Asadero Bright,New Delhi,77,2007
76595,Fare Minimum,Port-au-Prince,73,2006
76596,Dither Merciless,Prague,46,2003
76597,Folio Minty,Budapest,75,2021
76598,Brass Inventory,Kuwait City,92,2018
76599,Boxy Period,Amsterdam,125,2014
76600,Partition Poached,Libreville,62,2013
76601,Azimuth Threadbare,Suva,59,2008
76602,Light Cloudy,New Delhi,77,2016
76603,Pure Fire,Warsaw,140,2011
76604,Neck Sluggish,Nairobi,88,2019
76605,Brutal Theater,Canberra,9,2012
76606,Pitch Steamed,Jakarta,78,2005
76607,Panel Fancy,Nuku’alofa,177,2009
76608,Nearest Dimension,Doha,142,2009
76609,Sandcrab Convoluted,Warsaw,140,2001
76610,Functionality Randomized,Thimphu,20,2014
76611,Stereo Light,Riga,95,2009
76612,Bold Gauge,Basseterre,146,2008
76613,Sauce Relaxed,Podgorica,118,2008
76614,Grid Ascent,Riyadh,152,2019
76615,Partition Tense,Kampala,183,2005
76616,Vector Bisque,Sao Tome,151,2008
76617,Pointed Comment,Kuala Lumpur,106,2014
76618,Grid Exothermic,Wellington,126,2001
76619,Material Lazy,Brussels,17,2004
76620,Livid Estimator,Bissau,71,2021
76621,Stack Spicy,Gaborone,23,2023
76622,Duplex Aquamarine,Lome,176,2012
76623,Hotel Concave,Managua,127,2020
76624,Neutrino Oily,Palikir,114,2004
76625,Plain Brick,Dodoma,174,2011
76626,Pinstripe Small,Brasilia,24,2011
76627,Bitter Layout,San Marino,150,2011
76628,Bright Latitude,Managua,127,2008
76629,Tender Animation,Funafuti province,182,2004
76630,Chocolate Focus,Santiago,35,2000
76631,Ivory Olympics,London,186,2023
76632,Lerp Cool,Kabul,1,2021
76633,Condensation Short,Melekeok,133,2017
76634,Rectory Sienna,Andorra la Vella,4,2010
76635,Router Worn,Nur Sultan,87,2008
76636,Weight Isothermal,Athens,67,2012
76637,Black Pica,Saint George’s,68,2021
76638,Moleskin Thick,Lima,138,2022
76639,Giant Upload,Antananarivo,104,2023
76640,Template Cyan,Porto-Novo,19,2005
76641,Unary Run,Port Moresby ,136,2020
76642,Succulent Exponential,Kuwait City,92,2023
76643,Mantel Allegro,Yerevan,8,2015
76644,Inflation Equilateral,Brazzaville,39,2018
76645,Maximum Settee,Nay Pyi Taw,121,2016
76646,Callous Niche,Ashgabat,181,2019
76647,Tense Javelin,Asmara,56,2007
76648,Couple Obliging,Nur Sultan,87,2011
76649,Sunny Golfer,Lisbon,141,2021
76650,Upstream Auburn,Athens,67,2006
76651,Congruence Sharp,Melekeok,133,2005
76652,Cathedral Gentle,Beijing,36,2018
76653,Grappa Foggy,Riyadh,152,2023
76654,Bat Direct,Jerusalem,82,2009
76655,Ivory Apartment,Nuku’alofa,177,2002
76656,Border Inverse,Doha,142,2008
76657,Tube Quantum,Khartoum,166,2005
76658,Interior Conduit,Kuwait City,92,2011
76659,Panel Greasy,Antananarivo,104,2008
76660,Feasible Cork,Cairo,53,2021
76661,Cinema Local,Rome,83,2013
76662,Tournament Greasy,Mogadishu,161,2021
76663,Livid Hybrid,Tehran,79,2017
76664,Intractable Score,Phnom Penh,29,2000
76665,Similar Lamb,Ouagadougou,27,2004
76666,Snowboard Avocado,Lome,176,2010
76667,Credenza Raw,Brussels,17,2001
76668,Grave Circuit,Asmara,56,2003
76669,Convoluted Loop,Djibouti,48,2008
76670,Blue Hot,Suva,59,2010
76671,Water Amortized,Luanda,5,2019
76672,Commutative Creative,Khartoum,166,2000
76673,Isomorphic Arrow,Rabat,119,2021
76674,All Stress,Antananarivo,104,2019
76675,Organic Type,Sri Jayewardenepura Kotte,165,2008
76676,Arbor Commutative,Lima,138,2001
76677,Nimble Oxford,Nouakchott,111,2010
76678,Sheave Grizzled,London,186,2002
76679,Hot Smoke,Copenhagen,47,2018
76680,Obtuse Molality,Tbilisi,64,2021
76681,Casing Average,Conakry,70,2001
76682,Several Antagonist,Skopje,103,2016
76683,Cove Unsolvable,Niamey,128,2023
76684,Icy Book,Gaborone,23,2022
76685,Meridian Ancient,Luxembourg,102,2015
76686,Dimension Savory,Luanda,5,2014
76687,Delay Obnoxious,Nicosia,45,2004
76688,Frayed Mass,Freetown,156,2010
76689,Darby Colorful,San Jose,41,2004
76690,Cathedral Quiet,Yaren District,123,2014
76691,Flora Internal,Buenos Aires,7,2007
76692,Warm Foundry,Havana,44,2009
76693,Yummy Tree,Nay Pyi Taw,121,2008
76694,Mature Moat,Paramaribo,167,2010
76695,Muffled Eagle,Baghdad,80,2006
76696,Jolly String,Vilnius,101,2010
76697,Squircle Long,Brussels,17,2007
76698,Huge Powerset,Kuwait City,92,2016
76699,Light Melody,Port-of-Spain,178,2017
76700,Sound Bare,San Salvador,54,2004
76701,Bread Direct,Tegucigalpa,74,2019
76702,Strait Tough,Nicosia,45,2022
76703,Tree Relaxed,Muscat,131,2009
76704,Pineapple Ecru,Apia,149,2000
76705,Anode Honest,Juba,163,2004
76706,Hidden Offense,Moroni,38,2009
76707,Theater Pink,Kuala Lumpur,106,2023
76708,Sequence Nutritious,Port-of-Spain,178,2005
76709,Isobaric Diameter,Bandar Seri Begawan,25,2012
76710,Spicy Float,Freetown,156,2009
76711,Loon Critical,Brasilia,24,2008
76712,Jingle Hard,Rome,83,2018
76713,Edible Laminate,Bamako,108,2011
76714,Autobiography Swarm,Rabat,119,2010
76715,Kestrel Delicious,San Salvador,54,2010
76716,Sea Noisy,Wellington,126,2009
76717,Disk Product,Saint John’s,6,2016
76718,Snipe Parallel,Zagreb,43,2019
76719,Boutique Nutty,San Jose,41,2019
76720,Funding Mute,Lusaka,195,2003
76721,Coating Cool,Amsterdam,125,2015
76722,Product Book,Ouagadougou,27,2005
76723,Bound Great,Libreville,62,2006
76724,Direct Viola,Paramaribo,167,2005
76725,Chamfered Verbiage,Port Moresby ,136,2018
76726,Unsorted Bicycle,La Paz,21,2007
76727,Step Matching,Havana,44,2012
76728,Milky Fall,Lima,138,2007
76729,Wan Golfer,Rome,83,2023
76730,Dyadic Verbiage,Vatican City,191,2001
76731,Denim Store,Cairo,53,2012
76732,Offline Levee,Seoul,91,2006
76733,Pale Blur,Bishkek,93,2013
76734,Bassoon Radiant,Bamako,108,2022
76735,Mute Link,San Jose,41,2009
76736,Gusset Investor,Ulaanbaatar,117,2005
76737,Melt Regular,Nouakchott,111,2002
76738,Loop Bordeaux,Ouagadougou,27,2016
76739,Terrace Concurrent,Kuwait City,92,2012
76740,Sad Juniper,Praia,32,2002
76741,Radiant Dolce,Paramaribo,167,2000
76742,Polarization Large,Nuku’alofa,177,2001
76743,Pixel Inflammable,Asmara,56,2003
76744,Pint Broad,Castries,147,2014
76745,Volumetric Mace,Berne,170,2020
76746,Dichotomic Prop,Vatican City,191,2014
76747,Story Nearest,Vienna,10,2001
76748,Hutch Quiet,Pyongyang,90,2012
76749,Interface Lazy,Beirut,96,2004
76750,Exothermic Grantor,Pyongyang,90,2006
76751,Base Livid,Guatemala City,69,2000
76752,Angry Kitchen,Lisbon,141,2014
76753,Leave Saucy,Berlin,65,2022
76754,Fruit Inverse,Tunis,179,2014
76755,Mortar Nice,Gaborone,23,2017
